SITE_ID;Ecoregions;YEAR;XFC_NAT_ALG_AQM;SumNat_PFC;InsectDensity;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;RiparianPresent;SDDEPTH_CM;CatchmentsArea;MeanAnnualTemperature;MeanPrecipitation;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
KYRM_1003;SAP;2013;0.815454546;3.218181819;168;0.00099968;0.001172526;0.000690174;39;22;1;0.448179257;2146.0113;12.74551964;1338.785819;0.007674703;1.05;1.33;0.083205526;14.85
KYRM_1006;SAP;2013;0.245454546;3.090909091;81;0.001137335;0.000941114;0.001488699;30;14;1;1.375439576;16303.1598;12.88520278;1418.313116;1.211374988;2.28;1.68;0.434014025;50
KYRM_1007;SAP;2013;0.457727273;2.5;43;0.001116631;0.000988517;0.001346039;18;15;0.863636364;0.425285624;4963.059;12.64765576;1360.498653;1.2575188;1.3;1.41;0.128986982;18.65
KYRO_1029;SAP;2013;0.168181818;3.363636364;61;0.001079293;0.001284358;0.000712092;29;21;0.909090909;0.547630341;1166.0922;14.27600257;1469.830723;14.30006993;1.76;1.93;0.237794233;40.64
KYRO_1031;TPL;2013;0.1;2;64;0.000984603;0.00094103;0.001341693;55;15;0.818181818;0.621970638;2795.2182;13.48108943;1411.575688;14.38280918;0.63;1.48;0.063204368;16.95
KYRO_1032;CPL;2013;0.113636364;2.272727273;8;0.001173234;0.00010802;0.003746579;9;5;0.909090909;0.3114385;1058.9337;14.57614778;1499.231636;53.96870456;1.36;1.57;0.224886601;26.92
KYS9_0919;SAP;2013;0.879545455;4.272727273;68;0.001053473;0.001092253;0.000984032;30;18;0.818181818;25.74672873;67.9941;12.17185092;1477.287477;7.354167494;0.67;1.47;0.030443818;21.59
KYS9_0920;SAP;2013;0.122727274;2.090909092;37;0.001177128;0.001455181;0.000958296;25;17;1;8.153460994;0.4554;12.91549057;1512.277715;0;0.1;0.9;0;5.9
KYS9_0921;SAP;2013;0.131818183;2.636363637;394;0.000920832;0.000952366;0.000864367;57;38;0.818181818;17.99018812;36.4176;14.24460048;1505.123816;4.517595888;0.42;1.29;0.004942665;17.1
KYS9_0923;SAP;2013;0.163636364;2.181818182;25;0.001194527;0.000265303;0.002858443;9;8;0.5;10.12309915;2.7702;13.34299666;1366.06793;0;1.06;0.74;0;26.52
KYS9_0924;SAP;2013;0.975;5.636363636;333;0.001089724;0.000849516;0.001519853;18;14;1;16.26360071;13.1535;12.47882516;1440.883215;0;0.87;1.24;0.013684571;12.85
KYS9_0925;TPL;2013;0.209090909;3.454545455;53;0.001293825;0.000272715;0.004098951;4;4;0.954545455;18.84601075;5.2731;14.17503356;1509.01426;0.290151903;1.94;2.44;0.017067759;34.22
KYS9_0926;SAP;2013;0.081818182;1.636363636;36;0.001031883;0.001028131;0.001317667;25;15;0.727272727;14.42432009;5.5881;12.73153757;1192.378341;0;2.3;2.46;0.257690449;36.37
KYSS_1077;SAP;2013;0.145454545;2.909090909;1;0.000814349;0.000728909;0.00530943;1;1;1;6.859941104;1.2474;13.10021008;1469.217896;0;0.01;0.32;0;3.22
KYSS_1078;CPL;2013;0.127272726;2.545454545;25;0.000813134;0.000229993;0.004077045;4;4;1;8.241122944;4.8051;14.50251018;1544.700446;46.45064619;1.31;2.18;0;3.17
KYSS_1080;SAP;2013;1.424999999;6.166666667;255;0.00159238;0.001083988;0.000636965;53;33;0.75;5.615148716;3.7683;12.29020229;1452.776954;0;0.43;1.11;0;15.03
KYSS_1082;CPL;2013;0.755;2.8;90;0.001109825;0.000668988;0.00189921;18;12;1;7.633963906;7.2306;14.71366462;1387.750204;21.3467762;0.15;1.17;0;8.84
LALS_1038;CPL;2013;1.768409092;5;116;0.001243096;0.000697544;0.002219991;22;10;1;17.89107064;276.3144;19.73156833;1601.606192;39.59793626;1.65;1.08;0.212041066;30.82
LAR9_0915;CPL;2013;0.670454544;4.727272726;199;0.001129802;0.001383374;0.000675742;27;21;0.681818182;1.901540523;4229.0703;19.11235217;1678.662249;0.529052449;5.18;1.94;1.090878059;124.55
LARF_0002;CPL;2013;0.536363636;3.272727272;232;0.000996241;0.001015795;0.000961225;61;40;1;36.19151499;109.3572;18.98690808;1458.625112;0;0.64;1.33;0.033742634;5.17
LARO_1019;CPL;2013;1.06590909;5.272727272;320;0.00124786;0.000568556;0.002464258;17;9;1;0.255357844;6318.3132;19.53319231;1672.595911;32.53751808;2.44;1.54;0.281196887;35.91
LARO_1020;CPL;2013;1.045454546;3.363636363;169;0.001069278;0.001420996;0.000718538;36;20;0.909090909;0.244498314;6153.3909;19.51959195;1667.681365;32.24893124;2.45;1.53;0.285398738;36.38
LAS9_0944;CPL;2013;1.527272727;5.909090909;152;0.001181968;0.001486074;0.00063742;31;21;1;0.233313389;566.1072;20.06270764;1812.822548;32.68543484;3.67;1.5;0.750069951;30.85
LAS9_0946;CPL;2013;1.286363637;6.272727272;82;0.001104482;0.001338274;0.000685842;51;21;1;0.509969383;4455.8712;19.5693835;1677.790468;23.35805846;4.36;2.02;0.66875811;81.46
LAS9_0948;CPL;2013;0.893181819;4.272727273;279;0.001179745;0.001570544;0.000479961;43;25;0.952380952;0.538534949;2158.5384;19.31680901;1560.842057;38.35991521;2.79;1.5;0.444967762;41.58
LAS9_0950;CPL;2013;0.386363637;1.909090909;59;0.001259527;0.00065947;0.002613085;8;8;0;77.41443122;137.1339;19.99675364;1767.124007;33.68816901;1.42;1.08;0.072848508;12.17
LASS_1050;CPL;2013;0.847727274;4.727272727;373;0.001025386;0.001302259;0.000529603;102;30;1;8.860951524;9.9315;19.31477085;1647.1089;0;1.88;0.96;0.344358858;30.35
LASS_1051;CPL;2013;0.713636365;4.272727272;133;0.001198;0.001511364;0.000636875;27;21;0.5;0.116798416;128.8233;19.91177483;1828.664099;78.33893403;2.23;1.5;0.074054926;20.66
MARO_1020;NAP;2013;0.713636364;3.818181818;321;0.001147917;0.001065447;0.001295592;16;15;0.954545455;0.485440548;933.4233;9.375873708;1330.806186;0.113099812;16.73;4.94;4.014705868;371.22
MARO_1021;NAP;2013;0.720454546;3.181818181;104;0.001129936;0.001103108;0.001177976;25;16;1;2.188093354;1312.3494;5.925938207;1502.700201;0.098548451;0.88;1.31;0.056509341;11.1
MAS9_0916;NAP;2013;0.245454546;1.181818182;28;0.001257317;0.001262575;0.001247903;39;15;1;5.362893473;1.9557;8.297422556;1272.851471;11.4588127;2.84;2.52;0.046019328;40.32
MASS_1073;NAP;2013;1.456818182;4.272727272;169;0.001440994;0.001330134;0.000523246;29;26;1;12.34772297;9.2367;8.050057545;1342.085088;0;2.59;1.99;0.467699503;19.21
MDLS_1038;SAP;2013;0.604545455;5.090909091;292;0.000918367;0.001120895;0.00055571;34;29;0.909090909;23.76831903;79.4556;12.78530144;1356.916883;3.597480857;15.82;7.92;2.225771374;870.12
MDLS_1041;CPL;2013;0.702272726;4.545454545;357;0.001077683;0.001345365;0.000598359;29;23;1;0.338801589;259.6914;13.8126135;1534.114435;44.47297831;1.38;2.15;0.130308512;31.98
MDR9_0902;SAP;2013;0.820454546;4.454545455;335;0.001025184;0.000630959;0.001731102;68;53;0.954545455;1.75865831;12780.7956;10.38859029;1013.845225;1.28787053;0.88;1.99;0.104197739;19.64
MDR9_0905;SAP;2013;0.463636362;3.818181818;381;0.000980604;0.000794047;0.001314662;54;46;0.909090909;0.460315;8152.7391;10.05811554;1011.594599;0.921466995;0.92;1.92;0.132901346;19.35
MDRM_1003;SAP;2013;0.481818183;4.909090908;222;0.000986646;0.001110439;0.000764974;44;37;0.95;0.350164984;1286.2062;8.834557401;1148.723089;0.049750965;0.85;1.88;0.102230886;21.25
MDRM_1004;SAP;2013;1.204545454;5.818181817;167;0.0010327;0.001254412;0.000635693;30;23;1;0.151424738;24331.1967;10.91705485;1023.854342;5.506752572;2;2.44;0.339508578;45.47
MDRO_1014;SAP;2013;0.656818182;5.272727271;237;0.000994939;0.001251775;0.000535035;66;30;1;0.352474657;2298.6099;11.81473221;1202.444623;23.2665012;4.11;3.17;0.721179353;126.05
MDRO_1015;SAP;2013;0.577272726;4.909090908;341;0.000994408;0.001194271;0.000636524;66;34;0.954545455;0.322570171;2487.0213;11.85610736;1204.340206;22.70463064;4;3.13;0.685108728;124.19
MDRO_1018;SAP;2013;0.566363636;5.190909091;372;0.000928576;0.000864225;0.001043806;53;41;0.954545455;0.279210648;1827.0837;11.68954341;1208.351325;24.79556355;2.96;2.76;0.403725347;88.12
MDS9_0914;CPL;2013;0.190909092;2.727272728;344;0.000984735;0.000900307;0.001135915;21;17;0.45;0.579557023;402.633;13.61461032;1515.180641;52.31195655;1.22;1.7;0.134117174;30.85
MILS_1056;UMW;2013;0.272727272;5.09090909;433;0.000966407;0.001196732;0.000553976;37;31;1;14.79659136;205.1028;8.837567253;1023.069058;68.11647623;1.79;1.59;0.204044021;31.92
MILS_1057;UMW;2013;0.347727273;4.181818182;201;0.000952407;0.000736431;0.001339144;60;46;0.045454545;27.62093584;158.2902;4.35055642;613.8736539;0;0.16;1.1;0.009097215;2.94
MILS_1058;UMW;2013;0.506818182;5.181818182;375;0.001177155;0.001442217;0.00070252;86;38;1;18.42181368;195.3108;7.273220324;965.0227343;0.247451754;0.46;1.53;0.043776381;5.35
MILS_1059;UMW;2013;0.490909091;3.181818182;165;0.001028663;0.00129272;0.000555828;50;25;1;21.75034823;175.7853;9.0916988;1143.58214;37.15447196;1.91;1.92;0.158716343;35.25
MILS_1060;UMW;2013;0.493181817;4.090909091;450;0.001061761;0.000857398;0.001427703;77;49;1;11.33383047;80.5437;4.57042753;763.5695021;0;0.15;0.77;0.037991798;1.09
MILS_1061;TPL;2013;1.570454545;5.272727273;467;0.000973852;0.001167482;0.000627129;43;33;0.227272727;31.23323036;48.6954;7.656327825;846.0754917;85.62451484;1.38;1.4;0.038812701;9.72
MIRF_0001;UMW;2013;0.213636363;3.90909091;434;0.001028394;0.001144883;0.000819803;66;38;1;0.586255882;9648.8424;4.728129474;637.0858125;0.685863622;0.56;1.25;0.078966986;5.66
MIRF_0002;UMW;2013;0.545454546;4.636363636;340;0.000996535;0.00083419;0.001287239;83;46;1;0.240309144;319.3083;7.215622685;949.7942467;2.88454763;0.59;1.79;0.013529244;4.77
MIRF_0003;UMW;2013;0.262500001;4.916666666;436;0.00104869;0.001254651;0.000679887;38;36;1;19.24026449;264.3003;6.061414877;889.7896365;3.342220951;0.64;1.98;0.042224697;9.9
MIRF_0004;UMW;2013;0.295454545;4.818181819;531;0.001065625;0.00117106;0.000876828;82;40;0.909090909;18.87689786;1006.6131;6.104911937;798.8653802;0.678165226;1.52;2.29;0.088604053;10.47
MIRF_0005;UMW;2013;0.195454546;3.181818181;70;0.001021084;0.001172015;0.000750818;36;21;1;1.062040632;6038.3718;6.731405236;919.3585545;18.61573678;1.76;1.92;0.212212835;22.07
MIS9_0923;UMW;2013;0.518181818;4.545454545;309;0.0009741;0.001224286;0.000526102;40;28;1;14.59620525;46.395;8.678777397;950.4866785;57.09990301;1.96;1.53;0.091173618;37.32
MIS9_0924;TPL;2013;0.145454546;2.181818182;59;0.001069971;0.000350959;0.003893427;5;5;0.272727273;26.64655135;274.7727;9.873266392;901.9213896;0.046838714;56.65;11.29;21.22678126;1607.99
MIS9_0925;UMW;2013;0.306818182;4.090909091;416;0.001033573;0.001320342;0.000520071;56;31;0.863636364;11.06832597;52.9929;9.590809515;1063.492795;27.00871249;1.81;1.84;0.074726992;56.85
MIS9_0927;UMW;2013;0.797727272;5.909090908;335;0.001040325;0.001181311;0.000787867;44;38;0.727272727;6.317489657;11.0547;6.197827127;853.1276198;2.694781405;1.24;1.5;0.097696003;7.51
MIS9_0928;UMW;2013;0.602272727;4.000000001;378;0.001077682;0.001410103;0.000482431;49;29;0.4;11.1757988;7.1829;4.381014602;687.8942321;0;0.07;1.13;0;0.51
MIS9_0929;UMW;2013;0.240909091;3;340;0.000984207;0.001145423;0.000695527;56;35;0.136363636;18.69423395;54.1809;6.278084081;825.6908582;3.983322536;0.73;1.41;0.006644408;6.47
MIS9_0930;UMW;2013;0.375000001;2.181818182;317;0.001088662;0.001267045;0.000769239;24;20;0.909090909;5.023030787;1.5246;9.468499038;1335.051056;32.58559622;5.12;1.43;0.236127509;122.82
MIS9_0932;UMW;2013;0.811363637;4;314;0.001026142;0.001268295;0.00059253;61;33;1;19.77851506;50.9499;5.163644037;692.4870188;0.279097702;0.21;0.53;0.001766441;1.25
MIS9_0933;TPL;2013;0.563636364;3.363636364;377;0.000945594;0.001163355;0.000555659;36;30;1;1.852502993;6.4512;8.557680389;983.7752088;4.478236607;14.92;3.64;2.9296875;158.04
MIS9_0934;UMW;2013;0.172727273;2.363636364;338;0.001112859;0.001063076;0.001202002;22;16;0.954545455;4.786918229;1.413;9.100469586;946.5097656;0;24.12;8.68;1.337579618;634.34
MIS9_0935;UMW;2013;0.140909091;2.454545454;91;0.00096127;0.001287276;0.00065657;27;22;0;7.325222279;5.4009;8.996541514;1135.589462;56.27395434;0.59;1.39;0.033327779;18.54
MIS9_0936;UMW;2013;0.281818182;4.181818182;387;0.001008369;0.001203293;0.000659328;53;35;0.772727273;13.80814693;4.4037;5.620933507;905.9140791;0;0.31;0.84;0;1.22
MIS9_0937;UMW;2013;0.459090908;3.272727273;381;0.001167869;0.001513778;0.000548468;55;34;1;6.023874945;1.0881;5.177159795;755.5246582;0;1.37;1.22;0;1.59
MIS9_0938;TPL;2013;1.756818182;2.909090909;206;0.00101409;0.001279524;0.00053879;45;30;0.227272727;7.411457142;1.1718;7.826283828;861.0758057;87.09677419;0.67;2.72;0;4.15
MISS_1132;TPL;2013;0.449999999;4.181818182;43;0.001159833;0.000996228;0.001452791;30;14;1;6.322055862;3.8214;9.604228227;878.3264505;0.471031559;8.14;3.09;0.612341027;258.04
MISS_1133;UMW;2013;0.554545455;4.636363636;455;0.001072321;0.001383869;0.000514446;46;31;0.363636364;31.97876302;118.8522;4.768892741;958.9985076;0;0.1;0.67;0;0.43
MISS_1134;UMW;2013;0.493181819;4.181818182;301;0.001074321;0.001321176;0.000632289;63;35;1;7.191932468;11.5659;7.093708968;953.4197817;0.7081161;0.4;1.07;0.007781496;5.19
MISS_1135;UMW;2013;0.320454547;3.272727274;434;0.00099637;0.000437381;0.001997326;64;57;1;16.05062882;15.2865;4.870268662;882.0910458;0;0.27;0.52;0;3.89
MISS_1136;UMW;2013;0.302272727;2.909090909;383;0.001087132;0.001413921;0.000501967;71;26;0.681818182;16.30473916;9.6912;8.802759797;1080.67996;19.53008915;15.16;3.4;3.23179792;216.62
MISS_1137;UMW;2013;0.784090909;3.909090909;435;0.000973471;0.000630816;0.001587048;66;50;0.681818182;13.05954184;34.3503;5.776484295;672.5578384;29.76655226;0.81;0.96;0.036680902;13.09
MNLS_1091;UMW;2013;0.754545455;4.363636363;374;0.000967029;0.00113562;0.00066514;26;23;0.363636364;33.70413017;76.9572;7.324594505;774.4720494;59.94175984;2.21;1.69;0.17308322;14.8
MNLS_1094;TPL;2013;0.464090909;3.418181818;544;0.001005178;0.000687944;0.001573232;15;14;0;9.466981844;204.0426;6.995698906;833.4450766;93.76262604;1;1.26;0.071014582;3.75
MNLS_1097;UMW;2013;1.397727273;3.90909091;187;0.001034709;0.001114765;0.000891355;23;19;1;16.31309589;368.2539;7.196564491;729.3117515;54.16292944;0.98;1.45;0.040814232;9.46
MNLS_1105;TPL;2013;0.192272727;2.027272727;534;0.000914184;0.001113254;0.00055772;30;28;0;13.64299502;171.432;6.956882001;727.2282687;79.58105838;0.61;1.25;0.016799664;4.55
MNR9_0901;UMW;2013;0.570454547;4.454545455;137;0.001063833;0.001370884;0.000514012;32;26;0.863636364;0.784452764;151886.7981;6.076817821;698.7352817;38.30767837;1.89;1.57;0.365524198;33.18
MNR9_0903;TPL;2013;0.313636364;3.363636365;373;0.001030607;0.00126807;0.000605394;44;33;0.863636364;32.67534466;3124.2681;6.965941684;755.2059869;81.65396241;0.97;1.42;0.112663187;8.33
MNR9_0904;UMW;2013;0.327272728;2.9;135;0.001017796;0.001130814;0.00081542;59;38;0.571428571;24.33034253;2869.119;6.598932338;741.4231748;59.5873472;1.77;1.67;0.23244069;15.97
MNR9_0905;UMW;2013;0.154545454;2;345;0.000888882;0.001215758;0.000582625;35;32;0.863636364;0.809021279;36241.5528;4.959344139;680.0345979;16.31716012;1.24;1.3;0.198868135;14.67
MNR9_0907;UMW;2013;0.180454545;2.081818181;9;0.000813451;0.000155138;0.004031414;7;4;1;1.265874426;42832.5372;6.878138191;714.8745494;75.37052253;1.18;1.49;0.157166034;11.02
MNR9_0908;UMW;2013;0.081818182;1.636363637;269;0.000899811;0.001246479;0.000558114;45;31;0.954545455;0.29520635;14952.8241;5.39126247;682.9154222;5.999765623;0.79;1.34;0.088117134;10.91
MNR9_0910;UMW;2013;0.785416668;3.583333333;296;0.001065602;0.001380614;0.000501525;36;27;0.916666667;18.7911661;2864.8998;6.894925086;780.8530079;80.87469237;2.03;1.69;0.335980337;19.39
MNR9_0911;UMW;2013;0.516136364;3.445454546;278;0.000967856;0.001143783;0.000652832;54;34;0.954545455;30.04054114;2093.7033;6.504021274;743.4243151;59.52134192;1.68;1.65;0.230663055;14.86
MNR9_0912;UMW;2013;0.216666667;3;58;0.001037468;0.0011149;0.000898816;24;19;1;NA;44907.7734;5.296885091;694.4504202;24.72149421;1.48;1.4;0.240380655;18.2
MNR9_0913;UMW;2013;0.252727273;2.872727274;62;0.001088729;0.001264746;0.000773543;52;20;0.954545455;1.267579964;94945.4892;6.102764703;705.7545888;46.60987402;2.16;1.62;0.455623541;39.03
MNR9_0918;TPL;2013;0.095454546;1.181818183;106;0.00105434;0.001145145;0.001170805;19;16;1;0.680138827;10668.9357;6.354107823;708.3097793;62.81803348;0.68;1.32;0.065587611;4.42
MNRF_0008;TPL;2013;0.884090908;4.363636364;282;0.00103304;0.001155794;0.000813231;31;20;0.5;18.59494881;274.5126;6.567027746;718.0823492;60.89294262;0.26;1.27;0.005245661;2.47
MNRM_1002;UMW;2013;0.315;3.1;390;0.000985457;0.001065703;0.000841764;58;38;0.954545455;0.963040518;36034.5969;4.948588255;679.7741716;16.19410206;1.2;1.29;0.188968397;13.92
MNRM_1003;UMW;2013;0.55;5.181818181;107;0.001100145;0.001284302;0.000770383;31;20;1;1.178132593;119797.4232;6.089673101;702.5522678;41.27380747;2.08;1.62;0.419548006;37.43
MNRM_1006;UMW;2013;0.10909091;1.454545455;52;0.00099287;0.00074058;0.001723698;23;13;1;1.247434732;50438.079;5.393226965;697.6582821;23.63420066;2.12;1.56;0.42970213;36.22
MNRM_1007;UMW;2013;0.718181819;3.90909091;427;0.000939141;0.000855753;0.001088459;57;42;0.952380952;19.24163542;1349.3286;6.985277011;862.7860177;69.77610198;1.6;1.53;0.118925812;14.66
MNRM_1010;UMW;2013;0.183636364;2.145454546;131;0.001167965;0.001302854;0.000926426;30;18;1;1.542817035;42872.832;6.878800177;714.8976943;75.318783;1.2;1.49;0.16277861;11.47
MNRM_1011;TPL;2013;0.059090909;0.818181819;58;0.001063337;0.000776909;0.001855294;16;12;0.954545455;1.028858408;24508.2762;6.546901108;689.7491001;70.7923583;0.96;1.42;0.11130893;6.76
MNRM_1012;UMW;2013;0.615909091;4.818181817;256;0.001066224;0.001120695;0.000968687;21;18;0.904761905;1.518735098;151884.4923;6.076785601;698.7336786;38.30825993;1.89;1.57;0.365529747;33.18
MNRO_1051;UMW;2013;0.406818183;2.363636365;380;0.000929187;0.001050145;0.000712594;39;35;0.863636364;0.294669209;3098.4759;7.100450461;745.7134962;66.26009258;3.08;2.01;0.507501123;53.45
MNRO_1052;UMW;2013;0.093636365;1.50909091;200;0.001013502;0.000414642;0.002364917;22;10;0.590909091;0.489134655;43560.09;6.891198381;715.2723297;74.17690046;1.64;1.57;0.312441503;21.54
MNRO_1055;TPL;2013;0.593181818;4.272727272;136;0.000956071;0.001141245;0.000624488;30;24;0.909090909;14.22076622;1388.5614;7.177546135;810.7464056;83.79066997;2.1;1.8;0.275011245;28.07
MNS9_0927;TPL;2013;0.390909091;2.727272728;148;0.000940748;0.000939494;0.000942994;23;19;0.636363636;14.7328419;47.1231;7.464249779;810.9286128;94.0545083;0.54;1.27;0.022918696;3.1
MNS9_0929;UMW;2013;0.365909091;3.972727272;248;0.000988276;0.001243233;0.000531736;47;27;0.227272727;36.55347648;12.0393;6.880105656;770.2649857;85.63953054;1.03;1.12;0.089706212;20.11
MNS9_0932;UMW;2013;0.833409092;3.854545455;158;0.001192564;0.001360023;0.000892704;30;18;0.227272727;5.62681534;3.0303;3.359415153;579.6951294;0;0.13;0.74;0;0.66
MNS9_0933;UMW;2013;0.562222222;3.866666667;265;0.001005357;0.001255597;0.000557264;36;31;1;18.42543246;27.4194;7.243447353;720.8936964;90.42539224;0.98;1.41;0.049235213;6.27
MNS9_0934;UMW;2013;0.364285714;1.142857143;5;0.000713878;0.000548215;0.004854585;2;2;0;8.176758699;5.6268;7.154195235;738.5061537;53.82277671;0.7;1.91;0.015994882;6.36
MNS9_0935;UMW;2013;1.311363636;4.818181818;63;0.00113368;0.001181518;0.001048018;25;17;0.285714286;11.08535927;36.8433;3.468388408;706.1907326;0;0.65;0.86;0.034198891;0.58
MNSS_1169;TPL;2013;1.393181819;1.909090909;189;0.001147289;0.001377027;0.00073591;44;20;0;6.949189192;37.3581;3.933196279;610.8223871;85.35498326;0.68;1.58;0.014454697;4.98
MNSS_1175;TPL;2013;0.668636364;4;264;0.001055259;0.001036591;0.001088686;17;17;0;12.78397206;45.2979;6.983396638;670.4272654;91.69299239;0.43;1.29;0.001986847;3.41
MOLS_1080;TPL;2013;0.163636363;1.090909091;315;0.000937749;0.00114342;0.000569464;51;30;0.818181818;27.25327413;77.8572;11.33824331;1281.660482;40.98464882;0.61;1.17;0.006935775;1.64
MOLS_1085;TPL;2013;0.30909091;2.090909093;368;0.000971438;0.00108995;0.000759225;31;21;0.772727273;17.5123044;32.8725;12.39936846;1182.850571;14.64476386;1.3;2.04;0.013689254;20.38
MOLS_1088;TPL;2013;0.115909091;1.190909091;361;0.000870051;0.001042245;0.000840776;22;20;0;6.186176748;38.1096;11.5382232;1046.108877;64.59474778;1.33;2.05;0.009446439;2.44
MOR9_0909;SAP;2013;0.466098486;2.518181819;465;0.000939454;0.000810469;0.001170419;57;43;0.708333333;36.71591587;670.3317;12.81628366;1335.549839;0.13721565;0.7;1.54;0.020005021;18.18
MOR9_0910;SAP;2013;0.406818183;2.454545455;420;0.000958869;0.000768812;0.001299194;57;45;0.454545455;32.29601897;1406.2347;12.71088494;1382.496333;18.23783043;1.2;1.79;0.162241765;17.54
MOR9_0911;SAP;2013;0.628787879;2.737373738;178;0.001056677;0.001338281;0.000552421;42;32;0.954545455;0.632655938;2216.9277;12.848181;1290.654618;0.465035463;1.33;2;0.13677036;31.44
MORF_0002;TPL;2013;0.770454546;2.090909092;490;0.000987163;0.001150284;0.000695072;50;35;0.454545455;34.43356065;460.494;12.40056091;1363.027314;11.72282375;1.08;1.85;0.044169957;17.9
MORF_0003;SAP;2013;0.2575;1.7;426;0.001089256;0.001235166;0.00082798;59;39;0.909090909;0.345206716;784.9656;13.28407054;1440.176252;0;0.45;1.34;0.047581703;7.81
MORF_0004;TPL;2013;0.602272727;3.727272728;521;0.000974231;0.001154155;0.00065205;67;34;1;30.76621741;78.9156;12.54680801;1405.841068;16.52753068;0.54;1.65;0;7.22
MORF_0005;TPL;2013;0.345454545;2.909090909;470;0.000993763;0.001083512;0.000833054;41;20;1;3.431156004;32.5701;10.94047321;1301.018255;0.972671254;0.49;1.12;0;3.38
MORF_0007;SAP;2013;0.868181819;3.545454545;264;0.001038932;0.001138524;0.000860596;53;39;0.954545455;0.47945571;1420.5924;13.52250733;1425.958978;0.001267077;0.63;1.33;0.046248312;7.91
MORF_0008;SAP;2013;0.425;2.818181819;424;0.00095521;0.000384764;0.001976681;66;56;1;0.673225314;545.0157;13.27529996;1308.61924;0;0.31;1.46;0.002972391;10.44
MORF_0009;TPL;2013;0.25;1.727272727;442;0.001071581;0.001266884;0.000721862;41;21;1;14.04136223;18.117;11.67522795;1319.453153;22.03676105;1.86;2.19;0.029806259;10.32
MORF_0010;TPL;2013;0.365909092;1.490909091;485;0.000983658;0.001113554;0.000751058;39;36;0.590909091;30.33311754;3.7098;10.81994061;1308.81543;79.45172246;0.68;1.03;0;6.7
MORF_0011;TPL;2013;0.270454547;1.545454546;420;0.001037091;0.001328053;0.000516079;89;29;1;32.52098789;251.1783;12.29274849;1289.842609;12.53945902;0.61;1.7;0.013974137;6.91
MORF_0012;TPL;2013;0.814772727;3.263636364;421;0.000961551;0.000882054;0.001103902;63;42;0.772727273;39.40686353;866.1942;12.9734272;1393.882195;14.10345394;1.41;1.66;0.190453827;18.11
MORO_1044;SAP;2013;0.367272728;2.754545454;358;0.000914105;0.000920559;0.001181613;56;44;0.818181818;40.65361131;1057.6656;12.7143036;1388.553084;0.853398276;1.37;2;0.180567469;16.89
MORO_1045;TPL;2013;0.212702021;1.713131313;374;0.000937097;0.00115072;0.000554574;33;29;1;36.69044599;1007.8794;11.84760966;1217.761991;19.57377043;1.44;1.59;0.131980076;14.17
MORO_1055;TPL;2013;0.934090911;2.363636365;421;0.000968524;0.00120948;0.000537055;36;28;0.681818182;55.79592824;284.5845;12.43506649;1491.414041;27.52170269;0.9;1.59;0.058822599;7.03
MOS9_0930;TPL;2013;0.252272728;1.909090909;348;0.001025991;0.001290071;0.000553114;35;25;1;0.467330075;259.7238;12.27728038;1227.35153;39.93734883;2.05;2.06;0.149697486;26.88
MOS9_0932;TPL;2013;0.355227274;3.172727272;297;0.000997536;0.000857939;0.001247504;18;16;0.818181818;26.67418644;75.6639;12.29621228;1337.41282;52.69712505;1.04;1.96;0.086831369;7.93
MOS9_0937;TPL;2013;0.104545455;1.727272727;200;0.000809204;0.001090026;0.000585414;31;26;0.863636364;9.89101461;67.8366;12.19826861;1129.971108;39.69405896;0.92;1.96;0.00530687;18.2
MOS9_0939;TPL;2013;0.309090909;1.272727273;459;0.000953307;0.001162517;0.000578684;39;31;0.636363636;19.94067208;93.6225;11.22635061;1454.533937;26.38692622;3.97;2.83;0.664263398;71.42
MOSS_1159;TPL;2013;0.322727274;2;505;0.001019105;0.001168673;0.000751281;23;21;0.952380952;30.63098985;20.5398;12.39421034;1212.697431;55.20550346;4.59;3.06;0.985890807;61.4
MTLS_1130;NPL;2013;1.204545455;3.545454545;262;0.00101257;0.001182126;0.000708953;52;36;0;10.41278837;134.0775;3.999514828;463.2472709;1.72982044;0.25;1.03;0.003356268;0.17
MTLS_1131;WMT;2013;0.131818183;1.90909091;286;0.001231889;0.001677245;0.000434411;34;26;NA;18.22983458;119.8107;1.451054512;689.5294745;0;0.01;0.59;0;0.3
MTLS_1133;WMT;2013;0.900909091;4.727272727;384;0.001222451;0.001494979;0.000734449;41;39;0.428571429;9.210506737;61.0164;2.225394997;620.1140708;0;0.03;0.8;0;1.16
MTLS_1140;NPL;2013;0.400000001;2.545454546;264;0.000877595;0.001078004;0.000797798;55;37;1;26.08378352;221.4765;4.82534898;472.7445524;1.3942337;0.12;0.62;0.000406364;0.24
MTR9_0901;WMT;2013;0.545454546;1.454545455;376;0.001132663;0.001450661;0.000563238;49;34;1;1.223687093;25309.0296;4.295343693;624.6804817;0.740723777;0.5;1.1;0.054763064;7.75
MTR9_0905;NPL;2013;0.229545454;2.545454546;373;0.00102192;0.001303902;0.000516988;44;27;0.625;0.988008915;47703.4641;3.952084137;531.0550459;3.776716291;0.37;0.93;0.028828095;3.95
