SITE_ID;Ecoregions;YEAR;XFC_NAT_ALG_AQM;SumNat_PFC;FishTotalDensity;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;InvasiveFishDensity;RatioInvasiveDensity;RiparianPresent;SDDEPTH_CM;CatchmentsArea;MeanAnnualTemperature;MeanPrecipitation;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
NJSS_1078;NAP;2013;0.625000001;4.545454546;185;0.001194084;0.001947364;0.000876195;26;16;80;0.333333333;0.863636364;18.42627954;3.5505;9.3115206;1312.717529;0;4.613941698;3.921827776;0.354879594;297.8416357
NJSS_1081;SAP;2013;0.427272727;3.727272728;495;0.001159258;0.001544154;0.000721584;11;11;7;0.090909091;0.636363636;7.760002395;2.6694;11.28106157;1419.08463;0.775455158;1.467296022;1.841153194;0;56.01724191
NJSS_1085;NAP;2013;1.078409092;5.363636363;231;0.00118368;0.001845032;0.000880473;16;16;105;0.166666667;0.954545455;9.508502309;7.6716;9.321011551;1313.013467;0.187705303;4.499530737;4.139365846;0.234631628;300.2560772
NJSS_1087;CPL;2013;0.379545454;2.636363636;66;0.00127404;0.001743065;0.0007407;7.164;7;0;0;1;27.48535758;5.3154;12.31184841;1393.474098;59.95597697;2.940399594;2.968268041;0.101591602;127.2980595
NVLS_1067;XER;2013;0.370454545;4.272727273;6;0.001269911;0.00071414;0.001901893;2;2;35;0.5;0.909090909;13.92735844;75.4299;3.488173615;900.6009903;0;0.21258546;0.623170627;0;0.029920063
NVR9_0910;XER;2013;0.288636364;3.000000001;128;0.001318955;0.000848404;0.00185403;2;2;3;1;0.409090909;13.89244035;1974.2139;7.198398932;616.7589264;0.32905249;1.187391701;0.942115219;0.15504399;15.61775046
NVR9_0920;XER;2013;0.08;1.6;26;0.001333157;0.00024862;0.00256641;1;1;29;3;0.636363636;21.58299661;2294.3502;5.940685297;446.187862;0.010042059;0.122492721;0.656891128;0.003216597;0.112096267
NVRO_1024;XER;2013;0.629545454;1.818181818;5;0.001340853;0.000273429;0.002554648;1;1;57;1;0.136363636;14.06649074;14772.4119;6.805119686;367.14877;0.044304207;0.203035971;0.812730075;0.006957564;2.667145163
NVRO_1027;XER;2013;0.270454545;3.363636363;8;0.001351414;0.000302836;0.002543777;1;1;42;1;0.272727273;17.53652465;458.7831;7.334814268;412.9228902;0;0.106509154;0.507841349;0;0.193569319
NVS9_0926;XER;2013;0.261363636;3.181818182;25;0.001291429;0.000127673;0.002614763;1;1;44;2;0.095238095;18.28000785;776.187;5.341344018;457.2225651;0;0.072369931;0.465588397;0;0.029920063
NVSS_1104;XER;2013;0.352272727;3.181818182;10;0.001303407;0.000184376;0.002575886;1;1;0;0;0;7.417314012;7.5636;5.272461085;563.256009;0;0.086863398;0.892903313;0;0.029920063
NYLS_1115;SAP;2013;0.640909091;3.909090909;84;0.001151041;0.001539053;0.000709823;11.988;11;67;0.545454545;0.5;0.2297891;261.8163;9.590794472;1200.925035;0.64281712;3.313182563;3.004394516;0.411471707;149.1668188
NYLS_1117;NAP;2013;0.640909091;2.363636364;606;0.001139526;0.001500512;0.000729039;11;11;5;0.181818182;1;36.79522916;29.2491;7.329069329;927.827287;0.046155266;1.263023478;1.83559486;0.049232284;23.58014388
NYLS_1118;NAP;2013;0.888636365;4.545454544;413;0.001110587;0.001048146;0.00118159;19.998;19;126;0.315789474;0.954545455;29.15707894;568.1034;8.071070781;864.4240916;18.60189536;0.984748727;1.549626368;0.077943557;33.55004483
NYLS_1119;NAP;2013;0.360714287;1.785714286;449;0.00122847;0.001673494;0.000722422;8;8;11;0.125;0.964285714;18.80818648;47.3175;5.858949118;995.402407;1.23062292;0.26212078;0.864079192;0.003804089;6.00998544
NYLS_1120;NAP;2013;0.299999999;2.727272728;626;0.001214242;0.001411121;0.000990367;5;5;8;0.2;1;8.348979252;57.0663;7.180784856;1203.214623;5.114577255;0.5895879;1.098935802;0.03785071;10.881431
NYLS_1121;NAP;2013;0.872727273;3.727272728;815;0.001150911;0.001449905;0.000810918;13;13;11;0.153846154;1;24.70237178;36.117;6.927030802;1121.200314;10.47844505;0.49823075;1.369407533;0.004983803;16.21602096
NYLS_1122;NAP;2013;0.220454546;2;598;0.001118623;0.001126318;0.001109873;23.99;18;0;0;1;20.748528;129.7611;7.243132621;1088.054965;17.73143107;1.176176836;1.409028083;0.02427538;29.68875269
NYLS_1123;NAP;2013;0.579545454;3.272727273;103;0.001149298;0.001522787;0.000724596;9;9;0;0;0.227272727;33.25694884;24.3936;6.301023575;1077.29745;0.044273908;0.162300767;1.129075986;0.003689492;9.589896303
NYLS_1124;NAP;2013;0.502083334;2.916666667;69;0.001238138;0.001285023;0.001184824;4.246;4;9;0.25;1;12.19906852;50.7834;5.893232992;1195.317558;0.023039025;0.211604579;0.964813623;0.008861163;4.845110594
NYLS_1125;NAP;2013;0.153636363;3.072727273;607;0.001171324;0.001520089;0.000774734;13.998;13;292;0.461538462;0.818181818;24.84786843;901.0647;7.349136854;853.0549878;6.820631193;0.974796815;1.784121043;0.120956908;26.21723482
NYR9_0901;NAP;2013;0.854545455;4.090909091;170;0.001123806;0.00141207;0.000796015;15.237;13;47;0.692307692;0.954545455;0.287615668;1231.0848;7.45516684;1088.487869;7.325466125;1.148349407;1.599047937;0.160760656;31.08653902
NYR9_0902;NAP;2013;0.440909091;2.727272727;202;0.001160097;0.0015572;0.000708542;11;11;365;0.818181818;0.318181818;1.334533929;5193.7065;7.532850425;844.0954497;5.675120456;0.962350876;1.694156756;0.126152681;21.90880883
NYR9_0903;NAP;2013;0.18409091;0.90909091;391;0.00118768;0.001415145;0.000929024;16.665;16;1309;0.4375;0.954545455;0.757470538;8523.1611;6.940229555;1171.038726;5.267788497;1.769611852;1.542109268;0.323974869;43.23882634
NYR9_0904;NAP;2013;0.106818182;0.818181819;392;0.001148283;0.001431932;0.000825739;14.249;14;173;0.642857143;1;0.389377903;4019.8104;7.458310674;1116.921168;6.227442966;1.125691824;1.548300568;0.136775108;29.2735975
NYR9_0906;NAP;2013;0.818181819;1.909090909;542;0.001189706;0.001482554;0.000856702;15;15;20;0.2;1;0.582723491;884.7927;6.953847563;1029.016631;1.173529122;2.304855137;1.485918903;0.657306508;24.93343622
NYR9_0908;NAP;2013;0.240909091;3.727272727;487;0.001138948;0.00025167;0.002147893;39.988;34;8;0.058823529;0.045454545;0.494490862;531.1647;6.976736066;1125.786761;2.50854396;1.230057457;1.978621564;0.153342268;26.39394612
NYR9_0909;NAP;2013;0.111363637;2.227272728;519;0.001154952;0.000600744;0.001785155;32.159;28;43;0.107142857;0.863636364;1.102899759;3025.2528;7.084078167;1034.949099;0.721248816;0.663433185;1.574195137;0.075593683;19.16871105
NYR9_0910;NAP;2013;0.177272729;1.727272728;922;0.001150628;0.001217564;0.001074513;25.991;18;23;0.333333333;1;0.805538906;15638.3613;8.203913088;907.0530065;27.27027927;1.922778527;1.828978969;0.306147166;51.06402144
NYR9_0911;NAP;2013;0.150000001;2.999999999;289;0.001164231;0.001518864;0.000760968;13.498;13;129;0.846153846;0.772727273;0.832414038;12271.7376;7.488650924;1089.308892;3.912802862;1.424139716;1.696968335;0.221147167;38.13186197
NYR9_0912;NAP;2013;0.261363638;1.727272729;187;0.001157937;0.001551146;0.00071081;11.249;11;486;0.545454545;0.909090909;0.657202519;8323.9209;6.912928497;1172.418767;5.278522048;1.732888187;1.527896527;0.314516444;42.87672915
NYR9_0913;NAP;2013;0.447727272;3.181818182;53;0.001161286;0.001501059;0.000774922;20.849;13;56;0.615384615;0.954545455;0.52048928;1410.8499;7.492821975;1100.147077;6.627154313;1.06710083;1.603019062;0.14180814;29.15433723
NYR9_0915;NAP;2013;0.368181819;2.181818182;157;0.001236783;0.001717799;0.000689807;9.166;9;108;0.555555556;0.909090909;0.585393764;3965.733;7.427817374;929.5199895;16.85464453;0.895470875;1.640537702;0.0882132;22.49995695
NYRM_1001;NAP;2013;0.399999999;2.454545455;331;0.001173029;0.001586797;0.000702524;11;11;174;0.454545455;1;0.881648479;5509.602;7.348554121;1129.307191;3.342410214;1.061053811;1.629529231;0.108840893;22.2946756
NYRM_1003;NAP;2013;1.156818181;4.818181817;340;0.001167482;0.001576957;0.000701858;10;10;166;0.5;0.954545455;0.860501968;849.9087;7.082491461;1230.990293;5.524899322;0.91707674;1.566593673;0.077620102;17.0250193
NYRM_1005;NAP;2013;0.104545455;2.090909091;432;0.001150594;0.00132909;0.000947622;30.965;16;135;0.6875;1;0.630512858;11857.3902;7.473224832;1096.447639;3.947824033;1.443790827;1.701214417;0.224093157;38.7868164
NYRM_1007;NAP;2013;0.2;1.000000001;228;0.001165615;0.001471068;0.000818276;21.965;14;67;0.285714286;0.954545455;0.806391138;4213.9683;7.25853299;1157.810401;3.956719371;1.105367428;1.59586216;0.116035519;22.23102815
NYRO_1049;NAP;2013;0.422727273;2.909090909;1858;0.001220609;0.001600943;0.000788122;15.999;14;125;0.5;0.818181818;0.416818154;1598.5161;6.206944555;1099.467046;2.756725441;0.465083899;0.936097751;0.055288777;10.95257394
NYRO_1050;NAP;2013;0.125;0.818181819;353;0.001148311;0.001436839;0.000820218;15.994;14;97;0.714285714;1;0.344332175;1874.1303;7.308605405;1130.283711;7.863599452;1.306529541;1.488810904;0.17100732;31.34646826
NYRO_1051;NAP;2013;0.10909091;1.454545455;281;0.001173555;0.001489218;0.000814607;21.972;14;196;0.357142857;0.954545455;0.406824361;3127.5378;5.361353776;1218.945537;2.751247323;0.342180612;0.844631167;0.043078616;6.059533928
NYRO_1052;NAP;2013;0.379545455;3;1076;0.00118654;0.001596328;0.000720561;12.25;12;24;0.333333333;0.772727273;0.434966711;1381.6854;6.116108082;1115.370605;1.126624049;0.389894255;0.898855236;0.048006587;9.231081107
NYRO_1053;NAP;2013;0.095454546;1.90909091;266;0.001101196;0.001274392;0.00090425;19.483;15;607;0.6;0.681818182;0.670952135;1448.7939;7.519417467;1242.112796;12.64813442;1.048475839;1.496886195;0.137038125;28.48133534
NYRO_1054;NAP;2013;0.531818182;3.181818181;420;0.001157987;0.00153669;0.000727354;12;12;130;0.916666667;0.636363636;0.713820281;4161.8979;7.474266444;1111.783746;6.025390484;1.326772024;1.615179151;0.201131796;35.45823853
NYRO_1055;NAP;2013;0.797272727;3.718181818;395;0.001203249;0.001654086;0.000690591;17.98;10;130;0.8;0.909090909;0.637269269;5351.9346;6.748482803;1215.451561;6.646022917;1.789109362;1.450133174;0.338159962;48.03687514
NYRO_1056;NAP;2013;0.561363636;2.818181817;475;0.001211806;0.001651306;0.000712041;19.983;12;45;0.5;0.818181818;0.747324244;1546.722;6.189087343;1104.743573;2.643577838;0.459220985;0.931715092;0.055860071;10.75518559
NYRO_1057;NAP;2013;0.486363637;2.272727272;306;0.001207246;0.001644257;0.000710309;9;9;176;0.666666667;0.909090909;0.279436663;3698.0559;7.347181301;938.2752851;13.95942663;0.82689134;1.628124935;0.07634552;20.59672774
NYRO_1058;NAP;2013;1.065909091;4.09090909;524;0.001149607;0.001441782;0.000817367;14.998;14;40;0.357142857;0.954545455;1.146569323;16424.064;8.205650051;914.7645972;26.71424015;2.410688609;1.930698824;0.467911596;65.99740561
NYS9_0924;NAP;2013;0.770454546;4.000000001;932;0.001093494;0.001252671;0.00091249;15;15;81;0.266666667;0.454545455;12.66024092;25.8129;8.952886309;928.8916417;42.12196227;1.266238974;1.566048918;0.041839545;35.45462818
NYS9_0925;NAP;2013;0.577272728;4.090909091;322;0.001217348;0.001528592;0.000863425;6;6;11;0.166666667;0.909090909;9.350951985;42.8517;5.826657189;994.3792769;0.560771218;0.251233907;0.866880667;0.002100267;4.95054342
NYS9_0926;NAP;2013;0.129166668;1.916666666;78;0.001216325;0.001414575;0.00099089;5;5;0;0;1;9.685326817;9.0837;4.472218411;1397.761382;0;0;0.150179745;0;0.287269028
NYS9_0927;NAP;2013;1.54090909;3.272727273;290;0.001192919;0.001467486;0.000880703;6;6;0;0;1;9.9128755;3.9789;7.946369365;850.6627101;10.42750509;0.465053155;1.950810019;0;27.57493232
NYS9_0929;SAP;2013;0.281818183;1.545454546;376;0.001154815;0.001510691;0.00075014;16.488;12;66;0.333333333;0.954545455;23.39658958;24.309;9.387894692;1355.760785;0;0.82884117;2.385111011;0.011106997;62.27231836
NYS9_0930;NAP;2013;0.259090909;4.454545454;516;0.001137929;0.001242958;0.001018498;17.665;17;59;0.117647059;0.909090909;0.558695269;475.065;7.729512102;1301.054292;1.653689495;2.217658426;1.997204613;0.288718386;39.28735807
NYS9_0931;NAP;2013;1.677272727;4.545454545;171;0.001226585;0.001432412;0.000992534;5;5;0;0;0.681818182;8.628652059;5.5242;7.415109603;972.5513472;15.91723688;1.315738025;1.618482528;0.081459759;28.53872742
NYS9_0933;NAP;2013;0.068181818;1.363636364;244;0.001150095;0.001358595;0.000913004;15.664;15;0;0;0.181818182;16.80086578;54.3249;7.031963169;1335.102091;1.413164129;1.33823164;1.473239294;0.139162704;22.39319453
NYS9_0935;NAP;2013;0.629545456;2.454545455;339;0.001195578;0.00155039;0.000792112;7;7;1;0.142857143;1;10.27893796;7.5384;7.626169185;1175.324593;0.393982808;0.206542502;0.785983887;0;24.521438
NYS9_0936;NAP;2013;0.30909091;3.272727273;31;0.001172496;0.001567709;0.000723089;11.177;9;10;0.222222222;0.909090909;18.75555406;52.0551;5.700474137;1155.550999;0.074344301;0.230536489;1.081881627;0.005186812;2.956786939
NYS9_0937;NAP;2013;0.677083332;4.166666668;43;0.001298407;0.001017189;0.002579398;1;1;0;0;1;6.997141762;1.1079;5.160969143;1021.604526;0;0.11941511;0.093112117;0;1.529820795
NYSS_1236;NAP;2013;0.140909091;2.818181817;562;0.001134784;0.001449207;0.000777246;8;8;0;0;0.454545455;13.36716919;16.7643;8.862275389;1355.154479;4.676007945;1.409352016;1.828446652;0.042948408;59.07244286
NYSS_1237;NAP;2013;0.184090909;1.636363637;1799;0.001088911;0.001337696;0.000806012;8;8;0;0;1;11.09492559;38.6748;9.143759301;930.2684994;56.88355208;1.242809271;1.437789058;0.1419529;30.95391492
NYSS_1238;NAP;2013;0.115909091;1;276;0.001192581;0.001616432;0.00071061;13.484;9;472;0.333333333;1;13.49556979;7.1568;8.324812911;1028.64956;7.105130785;10.82469819;2.502271381;3.646881288;39.24188436
NYSS_1241;NAP;2013;0.75;3.357142858;107;0.001249576;0.000643539;0.001938716;2;2;0;0;0.857142857;4.44000524;4.869;6.51027928;1339.08167;0;0.084103512;0.84222632;0;10.16208302
NYSS_1242;NAP;2013;0.854545455;4;518;0.001235262;0.001275623;0.001189367;4;4;35;0.25;0.863636364;8.091765362;11.8638;6.168647507;1078.160265;0;0.24632074;1.02072855;0;11.63666002
NYSS_1245;NAP;2013;0.395454546;3.454545455;304;0.001221461;0.000956224;0.001523069;3;3;0;0;0.909090909;3.089970787;1.6047;7.101694969;1061.033569;40.94223219;1.68984857;1.495527012;0;16.79338176
NYSS_1249;NAP;2013;0.090909091;1.454545455;1290;0.001189341;0.000882557;0.001538192;3;3;0;0;0;14.56319909;9.0099;5.749803871;1180.255898;21.78603536;0.433722905;0.942917393;0.029967036;6.46109472
NYSS_1251;NAP;2013;0.709090908;4.181818181;1273;0.001137074;0.001269244;0.000986781;17.998;16;7;0.125;0.909090909;26.30207389;35.5275;7.102215717;874.9459186;2.297656745;0.197897403;1.354016669;0;5.802475194
NYSS_1252;NAP;2013;0.154545455;3.09090909;125;0.001159094;0.001255435;0.001049543;5.496;5;246;0.8;0.5;8.586670431;20.7279;6.829878818;1201.672796;20.29438583;1.826190786;2.397181488;0.143285137;41.83040939
NYSS_1253;NAP;2013;1.160416667;3.25;509;0.00115356;0.001504764;0.000754196;8;8;6;0.125;1;8.561742483;8.1324;6.55831996;1101.707817;12.05179283;0.227755644;0.883363181;0.011066844;11.82795202
NYSS_1255;NAP;2013;1.102272726;2.727272727;758;0.001170108;0.001550211;0.000737883;12;12;24;0.083333333;1;18.33161149;48.0564;9.080035086;997.3895366;3.545209379;6.036276126;3.587446365;1.108697281;160.0656839
OHLS_1068;SAP;2013;0.4525;3.1;178;0.001175071;0.001530114;0.000771342;18.966;13;0;0;1;15.49878172;59.4972;11.00582746;1006.162317;0;0.619864464;1.345958185;0.060507049;27.15086386
OHLS_1069;NAP;2013;0.159090908;2.818181819;1023;0.001083477;0.000849172;0.00134991;28.992;21;14;0.095238095;0.454545455;12.1651099;31.7313;9.217546136;1042.638563;31.64761608;1.289843152;1.484096565;0.025526846;15.38005722
OHLS_1070;NAP;2013;0.213636362;3.909090909;994;0.001102419;0.001102236;0.001102626;20.997;18;20;0.166666667;1;22.67036273;873.1764;9.583926627;1012.511224;7.335734223;7.16418332;3.154136128;1.165022325;203.6925793
OHLS_1071;SAP;2013;0.131818182;2.272727273;1780;0.001113701;0.001119018;0.001107655;18;18;18;0.166666667;0.909090909;10.59853239;48.2814;10.80363137;856.7117382;3.174514409;0.87577825;1.721644404;0.044737725;13.25879472
OHLS_1073;NAP;2013;0.186363635;3.727272727;35;0.001146793;0.001422789;0.000832951;7.162;7;0;0;0.863636364;0.821648995;222.0984;9.762954863;944.8233257;10.66189581;2.837933997;2.49557754;0.389827212;63.76841067
OHLS_1074;NAP;2013;0.036363638;0.727272728;447;0.001097791;0.000747351;0.001496284;27.157;23;2;0.043478261;0.3;18.17284855;34.3206;9.664104922;997.4287325;42.5237321;2.003828604;2.285128657;0.277967168;31.16274078
OHR9_0902;SAP;2013;0.275000001;2.727272728;636;0.001137969;0.00041361;0.001961656;39.986;31;147;0.096774194;0.727272727;0.748301781;12572.388;10.08453524;914.8900934;19.72970052;4.176015797;2.751712346;0.879556056;90.24364475
OHR9_0903;SAP;2013;0.361363636;2.636363636;399;0.001089591;0.000881043;0.001326737;22.122;21;29;0.238095238;0.761904762;0.490593333;2881.8549;10.20578877;910.0082456;17.11525795;9.783897309;3.593476451;2.196647722;221.0036033
OHR9_0904;TPL;2013;0.56;2.8;320;0.001159865;0.00112326;0.00120149;51.9;20;33;0.3;0.818181818;0.673482278;4432.7025;11.61311414;1003.907643;44.25895264;5.385556599;2.442189996;0.905461172;146.8928422
OHR9_0905;SAP;2013;0.638636363;3.363636363;350;0.001141764;0.000587345;0.001772207;34.731;28;23;0.071428571;0.909090909;0.572804548;20809.7217;10.34119586;901.6434951;16.35386743;3.331021702;2.519702984;0.651260992;71.44379848
OHR9_0907;TPL;2013;0.200000001;2.545454546;375;0.001140591;0.001198002;0.001075307;18.249;18;22;0.166666667;1;0.405510205;2008.1772;10.07653353;893.0909985;77.48015962;2.283344567;1.806839482;0.350646347;25.25870249
OHR9_0908;NAP;2013;0.136363636;2.363636364;145;0.001064758;0.000881887;0.001272705;20.993;20;6;0.1;0.681818182;0.504399833;1577.4282;9.811622808;903.8077299;16.22681146;4.358756044;2.572400353;0.82980639;100.8777336
OHRF_0001;SAP;2013;0.186363637;3.363636363;360;0.00119569;0.000720083;0.001736516;30.493;28;1;0.035714286;0.818181818;29.06172289;752.9688;10.95099764;1003.9913;11.47852341;0.513887826;1.348764398;0.021634363;17.6172099
OHRF_0002;TPL;2013;0.145454545;2.909090909;456;0.00109114;0.00074602;0.001483583;24.123;23;6;0.043478261;1;20.69748191;335.2482;9.698372137;948.3335479;54.38176849;1.45685346;1.890085959;0.100940139;22.9862047
OHRF_0003;TPL;2013;0.38409091;2.90909091;363;0.00112754;0.001021691;0.001247903;20.166;20;22;0.15;1;30.03989563;166.2678;10.94581286;955.1257177;82.58273701;1.448143898;1.314399755;0.179168787;34.74083683
OHRM_1001;TPL;2013;0.368181818;3.727272728;1526;0.001139353;0.001069929;0.001218297;20.899;20;218;0.2;1;0.687560018;5610.2526;9.946886847;1008.909513;64.56853119;4.498570653;2.283948587;1.031343936;79.26636167
OHRM_1002;SAP;2013;0.365;2.6;894;0.001207188;0.001045473;0.001391079;25.247;23;9;0.086956522;0.863636364;0.970033239;63784.4724;9.119584259;1082.601366;4.894472875;3.014426448;2.393315654;0.621179395;71.80074567
OHRM_1004;TPL;2013;0.981818182;4.090909091;484;0.00109435;0.000638378;0.001612847;27.661;25;145;0.28;0.818181818;0.481954005;6832.0143;10.6742103;896.1553565;65.64492993;5.184483938;2.646891468;1.100482181;119.4288996
OHRM_1005;TPL;2013;0.322727273;3.181818182;524;0.001164229;0.001559306;0.000714977;10.499;10;43;0.6;1;0.272176042;5401.4301;9.948941821;1010.041141;63.82441383;4.595531117;2.313177616;1.062252014;81.51032144
OHRO_1031;SAP;2013;0.131818183;1.909090909;314;0.00111466;0.000864209;0.001399455;25.115;22;3;0.045454545;0.904761905;0.37538958;627.2154;10.4822708;907.7086305;3.065693221;1.374370432;2.114909406;0.215667536;24.90399251
OHRO_1032;NAP;2013;0.176818182;3.536363636;230;0.001084257;0.001062692;0.00110878;21.983;18;17;0.111111111;0.954545455;0.462059509;2218.761;9.767191648;919.9217553;15.5864016;5.207701731;2.581355049;1.04024273;111.7762565
OHRO_1033;TPL;2013;0.168181819;3.363636364;136;0.001158658;0.001409513;0.000873403;16.117;15;114;0.4;0.727272727;1.468420439;3469.8357;10.05546582;873.6410736;77.35726219;2.745970623;1.902944321;0.461641455;36.1674986
OHRO_1035;SAP;2013;0.090909091;1.818181818;267;0.001113138;0.000749277;0.001526894;44.174;24;23;0.208333333;1;0.372454851;784.5255;10.24355936;901.209812;18.35630582;3.316728902;2.661845116;0.564647038;58.42756046
OHRO_1036;NAP;2013;0.204545455;4.09090909;640;0.001097338;0.00138549;0.000769673;12.499;12;3;0.083333333;0.954545455;39.98503496;1346.4639;9.808758039;992.0116951;5.300951626;11.13689858;3.95518305;2.3225502;294.4947586
OHS9_0914;SAP;2013;0.168181818;2.636363636;380;0.001059748;0.001297726;0.000789137;12.997;12;57;0.166666667;0.5;6.482559728;3.438;10.08818978;844.5957642;1.623036649;0.457068063;0.657844897;0.02617801;16.79745593
OHS9_0915;SAP;2013;0.602272729;2.727272728;375;0.001129989;0.001477872;0.000734404;10;10;5;0.1;0.363636364;14.31859291;3.4335;10.76298736;792.6148977;1.861074705;0.651900393;2.067108334;0;5.824333417
OHS9_0916;NAP;2013;0.104545455;2.090909091;158;0.001091008;0.001117259;0.001061156;18.491;17;3;0.058823529;0.727272727;33.87793921;14.4009;9.485329856;967.195142;4.418473845;3.184300981;2.039957733;0.068745703;39.87187574
OHS9_0918;NAP;2013;0.168181819;3.000000001;944;0.001082939;0.000984994;0.001194315;19;19;4;0.052631579;0.681818182;36.97326908;93.2625;10.03553217;972.3580002;5.845114596;10.51934379;2.997948099;1.389626055;267.9724846
OHS9_0919;SAP;2013;0.145454545;2.909090909;33;0.001115149;0.001450235;0.000734114;12.586;10;6;0.2;0.363636364;20.84693057;4.3695;10.55886889;914.6812178;0;0.436457261;2.160212311;0.020597322;18.53057435
OHS9_0920;NAP;2013;0.177272726;3.545454545;150;0.001052769;0.001281227;0.000792983;12.993;12;0;0;0.954545455;19.73306716;3.7737;9.621173429;985.317627;4.364416885;2.141187694;2.098583182;0.119246363;93.5131003
OHS9_0921;TPL;2013;0.227272726;4.181818181;510;0.001116182;0.000571465;0.001735593;32.988;27;0;0;1;18.2950537;576.1494;10.93378602;877.8511878;70.47781357;2.798264825;1.473838328;0.705910654;40.3122767
OHS9_0922;NAP;2013;0.297727273;2.454545455;1155;0.001096895;0.001017651;0.001187006;19;19;1;0.052631579;0.863636364;34.03293596;13.2642;10.49659927;950.9482937;10.68666033;1.014927399;2.425270913;0.013570362;37.76474564
OHS9_0923;NAP;2013;0.193181817;1.272727273;1;0.000771342;0.000269913;0.002561203;1;1;5;2;1;4.042436584;271.251;9.674449254;1022.007053;43.6026411;1.833690567;2.365724579;0.158266698;34.85577313
OHSS_1122;TPL;2013;0.090909091;1.818181819;306;0.001168041;0.001560384;0.000721898;11;11;5;0.181818182;0.227272727;63.84652092;34.4916;9.760663358;904.5678451;70.45193612;1.414205198;1.711933796;0.237449118;16.93222448
OHSS_1123;TPL;2013;1.127272728;3.090909091;37;0.001156251;0.001364236;0.000919747;6.973;6;103;0.166666667;0;4.272001873;2.9367;9.819067674;976.713501;87.40422924;1.102666258;1.470714554;0.061293288;10.27117311
OHSS_1124;TPL;2013;0.28409091;2.545454545;548;0.001109203;0.001374415;0.000807624;20.985;13;7;0.153846154;1;17.70585414;34.1028;10.44847689;824.3913769;80.56317956;1.857436926;1.818036038;0.245434392;13.89223648
OHSS_1125;TPL;2013;1.231818183;6.090909091;314;0.001228436;0.002154754;0.000865575;26.232;16;5;0.166666667;1;11.09381342;5.1345;10.98279589;988.428287;53.7248028;0.57861525;2.062733583;0.017528484;26.58635453
OHSS_1127;NAP;2013;0.104545454;1.727272727;215;0.001079794;0.001161137;0.000987297;16.664;16;38;0.0625;0.227272727;11.96119939;21.6873;9.32991879;1009.095418;1.572809893;3.354774453;1.605971174;0.390090053;90.81946415
OKLS_1176;CPL;2013;0.279545453;3.181818181;614;0.001141228;0.000695834;0.001647696;32.115;26;3;0.038461538;0.681818182;0.302087017;857.736;16.12890583;1734.132745;0;0.518723244;2.038898555;0.008079409;1.641758423
OKLS_1181;SAP;2013;0.240909091;3.727272727;777;0.001122598;0.000423229;0.001917869;31.332;30;34;0.1;1;28.09715468;532.629;16.52464482;1475.201396;0;0.57287474;1.266082356;0.117943259;6.331839119
OKLS_1182;SAP;2013;0.143181819;1.181818182;244;0.001155721;0.001403651;0.000873794;15.664;15;0;0;0.454545455;18.73173454;240.2883;16.37051815;1304.245132;0.013483803;0.831557342;1.319406413;0.05393521;14.40413541
OKR9_0901;SPL;2013;0.078571429;0.999999999;55;0.001231283;0.001551272;0.000867416;6.491;6;5;0.166666667;0.357142857;9.96680238;57834.2961;12.16516789;418.4567371;4.76788253;0.298692339;1.0585127;0.038969611;2.828692412
OKR9_0902;SPL;2013;0.279545454;2.454545454;431;0.001163021;0.00150586;0.000773171;17.49;13;180;0.538461538;0.909090909;0.82270495;3967.7121;14.21501447;928.6185042;61.28929818;0.509546068;1.346442675;0.051014286;2.807491917
OKR9_0905;SPL;2013;0.275000001;2.363636364;490;0.001205004;0.001617558;0.000735878;8;8;121;0.5;0.454545455;9.92018145;4022.9694;14.83136737;610.9936863;9.727143338;0.588827969;1.221488731;0.046018247;1.288279841
OKR9_0906;SPL;2013;0.127272728;1.818181818;628;0.001329421;0.001248356;0.001421601;3;3;1331;0.666666667;0.5;13.0122553;32846.2695;13.24743978;501.8974501;32.04750786;0.384453878;1.060459651;0.031521388;2.138426693
OKR9_0907;SAP;2013;0.427272728;2.181818183;747;0.001160854;0.0008646;0.001497733;24.999;24;19;0.083333333;0.954545455;63.60065672;929.0736;15.87271497;1727.699204;0;0.369632395;0.955704692;0.025573862;3.997865149
OKR9_0908;SPL;2013;0.068181818;1.363636365;584;0.001172851;0.00148388;0.000819173;14.998;14;18;0.285714286;0.636363636;18.21365899;35889.2262;13.43090356;521.4896305;34.19968163;0.428258724;1.125591095;0.036595105;2.571601725
OKR9_0909;SPL;2013;0.115909091;1;182;0.001190315;0.001526595;0.000807923;7.497;7;23;0.428571429;0.863636364;13.36592382;617.9742;16.25105255;714.2507078;43.54885689;1.034070354;1.432804281;0.080828617;3.007259468
OKR9_0911;SPL;2013;0.081818181;0.909090909;502;0.001139127;0.001311303;0.000943342;30.97;16;21;0.375;0.954545455;1.119730758;19403.5815;15.88841172;882.2599403;18.29228228;0.929385304;1.522759073;0.139052164;8.105736414
OKR9_0912;CPL;2013;0.165;1.7;552;0.001199778;0.000839121;0.00160989;38.477;26;7;0.230769231;0.5;0.49177477;111877.0614;16.11902241;787.9210271;21.27165328;0.827840312;1.425463946;0.143636147;9.750630651
