Ecoregions;YEAR;HabitatComplexity;FishTotalDensity;LocalFishTotalLCBD;LocalFishReplLCBD;LocalFishRichLCBD;RegionalFishTotalLBCD;RegionalFishReplLBCD;RegionalFishRichLBCD;Fish_RarefiedChaoRichness;ObservedFishRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
NAP;2008;Good;32;0.009288759;0.012126661;0.005493914;0.001578613;0.001460289;0.001709906;4;4;46.57922015;3.555488512;2.065694671;0.644999428;76.04034172
NAP;2008;Poor;125;0.01072151;0.012237099;0.008694863;0.001607923;0.00120324;0.002056965;3;3;7.046125731;0.149752007;0.663907271;0.000656934;0.110015266
NAP;2008;Good;327;0.009518297;0.01010227;0.008737408;0.001422806;0.001919012;0.000872211;17;13;48.46691866;3.141114582;1.899619943;0.560457845;55.78303695
NAP;2008;Poor;225;0.010018986;0.011175872;0.008471997;0.001503366;0.001992206;0.000960943;12;9;46.62911528;1.025310428;1.582878595;0.118449163;5.976348627
NAP;2008;Good;28;0.010539351;0.013894286;0.006053128;0.001647801;0.001304705;0.002028504;3;3;34.56977953;0.253555392;1.177249338;0.000360953;0.915208402
NAP;2008;Good;14;0.011754555;0.008862993;0.015621155;0.001482047;0.000869099;0.002052569;4;2;0.048148888;56.42834823;11.28851946;21.04958025;1607.986979
NAP;2008;Good;209;0.011260255;0.004571282;0.020204757;0.001444992;0.001896221;0.000944302;13;10;27.02739424;1.76936533;1.843992089;0.074726992;56.84613008
NAP;2008;Good;510;0.008978402;0.011854197;0.005132885;0.001398768;0.001772959;0.00098356;29;17;53.15309615;4.396405664;2.320409365;0.925545348;76.88486817
NAP;2009;Good;20;0.006833391;0.009180223;0.00323608;0.000946904;0.00047718;0.001515319;2;2;37.00941703;0.522895177;1.488067233;0.122172584;1.075562324
NAP;2008;Good;169;0.010565356;0.014024055;0.005940381;0.001462881;0.001989844;0.000878155;13;13;23.7207123;0.416220068;1.06794845;0.015248594;0.542121674
NAP;2008;Good;841;0.012172648;0.006695872;0.019496198;0.001420307;0.001892613;0.00089623;14;14;54.04349127;1.479520779;1.498955003;0.153456208;21.95945998
NAP;2009;Good;85;0.007042719;0.009257025;0.003648549;0.000969805;0.000537825;0.001492546;2;2;4.644270599;0.736123109;1.863456633;0.099014808;9.000651339
NAP;2008;Poor;74;0.009971625;0.012158271;0.007047639;0.001558199;0.001831686;0.001254733;6;6;80.16793871;0.449732225;1.347344875;0.018630413;2.512582491
NAP;2009;Good;102;0.006794262;0.008434647;0.004279819;0.000938195;0.001098478;0.000744235;5;5;49.57533468;0.264208133;1.433132593;0;0.772607501
NAP;2008;Good;339;0.008915992;0.010869151;0.006304225;0.001422669;0.001885203;0.000909436;18;14;45.2938794;5.003847616;2.290406472;1.120437931;109.1225465
NAP;2009;Poor;559;0.00696142;0.007053577;0.006820159;0.000850504;0.00106811;0.000587178;14;13;33.25551441;0.250791606;0.81654627;0;1.992762574
NAP;2009;Good;78;0.007443264;0.008658138;0.005581061;0.000942912;0.001197264;0.000635119;6;6;25.85623823;6.89261025;2.712992685;1.536847081;158.5445709
NAP;2009;Good;26;0.006742852;0.007045244;0.006279335;0.000969805;0.000537825;0.001492546;2;2;50.50661304;0.405561142;1.477910999;0.001289092;0.743657494
NAP;2008;Good;26;0.009254775;0.00983632;0.008477132;0.001491965;0.001666848;0.001297912;10;6;2.694781405;1.228282993;1.500365621;0.097696003;7.512085511
NAP;2009;Good;86;0.007667634;0.010634503;0.003119908;0.000939572;0.001102381;0.000742556;5;5;37.15287487;5.753587304;2.474008375;1.374121459;134.7502244
NAP;2009;Good;191;0.007656691;0.008097585;0.006980873;0.000939083;0.001100987;0.000743162;5;5;34.16909015;0.721894474;1.29106093;0.022850021;0.679976916
WMT;2008;Poor;1;0.009277777;0.012003096;0.005633479;0.001642725;-1.53E-05;0.00348253;1;1;56.50707883;1.197516126;1.961102902;0.041886571;0.750089798
WMT;2008;Good;5;0.008985506;0.011299806;0.00589082;0.001642725;-1.53E-05;0.00348253;1;1;0;0.072171407;1.132937789;0;0.505826742
WMT;2008;Poor;38;0.010937253;0.011251509;0.010517029;0.001642837;0.001861676;0.001400011;5;5;17.29195089;0.191166439;1.081043068;0;0.88312423
XER;2009;Poor;15;0.006899086;0.009099443;0.003526298;0.000968534;0.001039882;0.000882195;4;4;12.00711437;0.319176458;0.747199957;0.009701412;0.219769294
WMT;2009;Poor;63;0.006741896;0.006994697;0.006354393;0.000970676;0.001353053;0.000507959;9;8;33.38802484;0.378345582;1.305854476;0.005127329;1.767716588
XER;2009;Good;203;0.00785387;0.009452686;0.005403145;0.000943274;0.00119514;0.00063849;6;6;26.48193723;0.290888099;0.692964716;0.003038313;1.303343873
WMT;2009;Poor;6;0.007620119;0.010320962;0.003480167;0.000958763;0.000512866;0.001498344;2;2;68.79727162;0.514969608;1.285984941;0.002516958;2.016878269
WMT;2009;Good;39;0.007879294;0.011133375;0.002891319;0.000996892;0.000114185;0.00206506;1;1;91.3649594;0.611535515;1.374253332;0.01531941;3.083797968
XER;2008;Good;20;0.008765961;0.010413947;0.006562274;0.001681747;5.80E-05;0.003483456;1;1;4.074683145;0.725835119;1.410666059;0.004983306;6.473695574
WMT;2008;Poor;18;0.010212078;0.009704368;0.01089099;0.001680368;0.000862246;0.002588165;2;2;60.03474955;0.18094;1.557407;0.001127012;0.4754759
WMT;2009;Good;15;0.007826933;0.011040838;0.00290054;0.000969961;0.001173684;0.000723434;6;5;30.48782467;0.457701118;1.172426173;0.022805587;1.407426541
WMT;2009;Good;2;0.007743528;0.002843715;0.015254141;0.00095906;2.29E-05;0.002091948;1;1;32.44325314;3.752355284;2.148547558;0.74225038;87.83001452
WMT;2008;Poor;29;0.008142061;0.009128344;0.006862608;0.001674411;0.00084592;0.002593715;2;2;4.096490932;0.237665009;0.677543343;0.012482594;0.696577586
XER;2008;Poor;15;0.011712216;-0.003804765;0.03184158;0.001649594;0.002065058;0.001188591;9;6;14.1673904;1.103052262;1.211135322;0.230698256;26.4946614
XER;2009;Good;15;0.007951629;-0.004196789;0.026573172;0.000982852;0.000875471;0.001112795;3;3;80.18814996;0.911170469;1.682629222;0.085382007;11.12774609
WMT;2009;Good;58;0.007498668;0.010345596;0.003134791;0.000973796;0.001051166;0.000880171;4;4;14.23448441;1.113117376;1.219553708;0.234812317;27.00929521
WMT;2008;Good;9;0.009926611;0.006866421;0.013896435;0.001687363;0.0008788;0.002584555;2;2;1.396930894;1.408994257;2.426994609;0.097613202;10.665647
WMT;2009;Poor;15;0.007641643;0.007202232;0.008315188;0.000986658;0.001082746;0.000870382;5;4;2.31053;0.6648067;0.8707312;0.08205821;8.648575
XER;2009;Good;84;0.008282222;0.007440806;0.009571974;0.000960061;0.001294705;0.000555106;7;7;8.483414553;0.304510954;0.749474858;0.008123153;0.987394416
WMT;2009;Good;10;0.007520333;0.009654729;0.004248651;0.00095906;2.29E-05;0.002091948;1;1;33.9433294;4.573199528;1.427802585;0.177095632;122.8200448
WMT;2009;Good;22;0.007203542;0.00966676;0.003427831;0.000977475;0.00119085;0.00071927;7;5;24.30280665;0.147447698;0.8960038;0.000838057;0.656792315
WMT;2009;Good;47;0.007368668;0.009993735;0.003344869;0.000973126;0.001050486;0.000879512;4;4;44.8057418;0.270914801;0.856400421;0.022247087;1.504427763
UMW;2009;Poor;85;0.007378423;0.008588864;0.005523013;0.000961255;0.000821536;0.001130328;3;3;20.373112;0.368690467;0.840742686;0.035790465;2.832944313
UMW;2009;Good;86;0.007452075;0.010089367;0.003409536;0.00090854;0.000685833;0.001178039;3;3;4.509450755;0.349436652;1.09135238;0.038027021;3.023396243
UMW;2009;Poor;42;0.008028202;0.010675827;0.003969825;0.000866754;0.000917591;0.000805236;8;5;14.21557786;1.103834873;1.2127123;0.230689087;26.46189295
UMW;2009;Good;125;0.008174857;0.00392657;0.014686788;0.000864594;0.001119881;0.00055567;12;12;65.5554724;1.461078164;1.51419593;0.139389284;22.12606386
UMW;2009;Poor;21;0.008338439;0.008766029;0.007683015;0.00090436;0.001011189;0.000775086;11;5;0;0.156227688;0.367327335;0.000784591;0.183662912
UMW;2009;Poor;424;0.007713175;0.007474119;0.008079608;0.000859787;0.000908148;0.000801264;19;18;0.163105952;0.126886074;0.473094272;0.002847882;0.337477376
TPL;2009;Good;43;0.007626562;0.010727146;0.002873871;0.000832566;0.001045187;0.000575272;33;12;66.01200862;0.508671166;1.366892401;0.001862764;2.78517708
UMW;2009;Poor;5;0.007211994;0.009748153;0.003324477;0.000877936;0.000603223;0.001210368;3;3;22.77076586;0.56915787;0.946367393;0.080695242;7.709741978
UMW;2009;Good;265;0.00755313;0.0102732;0.003383705;0.00086052;0.00112283;0.000543098;11;11;11.51521866;12.69794723;3.779911008;1.328875423;330.0622097
TPL;2009;Poor;71;0.008066214;0.006951963;0.009774179;0.000892146;0.000970041;0.000797885;8;5;13.16346541;1.099809186;1.204027702;0.232156879;26.7922526
TPL;2009;Good;81;0.007817732;0.007697932;0.008001365;0.000964174;0.000828494;0.00112836;3;3;56.01930773;2.794386431;1.848926764;0.476778802;41.6158648
UMW;2009;Poor;25;0.008060552;-0.00097047;0.021903637;0.000895222;0.000854213;0.000944849;4;4;18.54220497;0.331172286;0.816488838;0.028252492;2.201708672
UMW;2009;Good;400;0.008212151;0.00396757;0.014718402;0.000853344;0.000852906;0.000853876;20;19;0;0.01369863;0.849807458;0;4.82090778
UMW;2009;Good;122;0.007291108;0.009712247;0.003579896;0.00088998;0.001195511;0.000520256;11;11;12.3444337;1.57352396;1.903502902;0.215030437;18.26833504
UMW;2009;Good;15;0.00709343;0.009341825;0.003647007;0.00094908;0.000487061;0.001508172;2;2;18.660849;1.744252684;1.932471143;0.20095347;22.76408931
UMW;2009;Poor;322;0.007466004;0.010283846;0.003146712;0.000839841;0.001053996;0.000580691;8;8;21.44810905;0.379931141;0.850971995;0.03679605;2.935061102
UMW;2009;Good;2;0.007159555;0.009634662;0.003365619;0.000959048;0.000510184;0.001502221;3;2;0.273798378;0.203758987;0.531568761;0;1.250958416
UMW;2009;Poor;100;0.006595413;0.007724507;0.004864696;0.000938943;0.000962826;0.000910041;4;4;8.571543202;0.269508552;0.6292264;0.014524711;0.810766637
UMW;2009;Poor;166;0.00691972;0.004463243;0.010685099;0.000875642;0.001162535;0.00052847;11;11;17.93137329;0.328269338;0.81016271;0.028002586;2.166625838
UMW;2008;Poor;495;0.009278417;0.004783682;0.015109201;0.001393349;0.00176045;0.00098601;22;18;21.48137635;0.381450279;0.851874305;0.037115871;2.951280307
UMW;2008;Poor;289;0.008389663;0.008961737;0.007647543;0.001344414;0.001181266;0.001525446;28;26;19.33735697;0.467082204;0.851097469;0.037512249;2.128802804
UMW;2009;Poor;107;0.006605917;0.006986199;0.006023006;0.000913796;0.000700089;0.001172403;3;3;32.87677185;1.315002913;1.383848232;0.226832401;6.423305177
UMW;2008;Poor;850;0.010252936;0.007628506;0.013657471;0.001300432;0.001449678;0.001134827;24;20;42.1257993;5.795472203;2.534294777;1.557786897;132.9301158
UMW;2008;Good;782;0.00900949;0.012349541;0.004676618;0.001399321;0.001199102;0.001621486;40;28;8.497545357;0.305426614;0.749260552;0.008234619;0.993484635
UMW;2008;Poor;561;0.009730529;0.01244281;0.00621203;0.001323423;0.001211202;0.001447945;29;25;71.46531507;1.138098263;1.817260161;0.069572706;5.806253404
UMW;2008;Good;154;0.009087145;0.00595322;0.013152621;0.001441729;0.001954116;0.000873178;15;14;65.5947149;1.722994983;1.644883592;0.185270762;27.29786792
UMW;2008;Poor;672;0.009394181;0.011797258;0.006276796;0.001417395;0.001872877;0.000911986;15;15;0.13789351;0.111532224;0.402543775;0.000665081;0.119874282
UMW;2009;Poor;6;0.006955276;0.005509518;0.009171388;0.000959576;0.000512636;0.00150042;2;2;0.129606722;0.088836326;0.639239417;0.000111442;0.15747532
UMW;2009;Poor;389;0.007170068;0.005910181;0.009101269;0.000840224;0.001016879;0.000626452;14;14;40.04641373;0.513699076;1.041061375;0.020813333;1.378916263
UMW;2008;Poor;501;0.009439205;0.01301132;0.004805288;0.001476736;0.001840583;0.001073006;23;20;91.9040584;0.584496846;1.397229386;0.009694476;3.901291516
UMW;2008;Good;208;0.009754673;0.011054184;0.008068886;0.001380739;0.001792591;0.000923744;12;12;18.16516576;1.935098457;1.994334191;0.208086097;19.84837735
UMW;2009;Poor;29;0.007247959;0.007726552;0.006514354;0.000949192;0.000786682;0.001145847;3;3;66.00362938;0.712644971;1.437858827;0.071573909;4.684168912
TPL;2008;Good;354;0.008655564;0.010912344;0.00572796;0.001383032;0.0015289;0.001221176;26;22;18.31811046;1.714204522;1.927426296;0.198058359;22.06202731
UMW;2009;Poor;195;0.006953575;0.007277523;0.006457015;0.00087748;0.001051859;0.000666463;34;16;1.143916;0.5296331;1.329184;0.04757788;5.069192
UMW;2008;Poor;559;0.008595637;0.011587947;0.00471387;0.00143987;0.001936353;0.000888965;21;15;5.462040797;0.52815606;0.815743112;0.070861008;3.029924711
UMW;2009;Good;109;0.006638791;0.006098901;0.007466353;0.000916938;0.00039466;0.00154895;2;2;0.26480824;0.321990354;1.012360051;0.008030627;1.189574796
UMW;2008;Good;595;0.008812021;0.012000061;0.004676344;0.001305843;0.001339238;0.001268787;28;22;0.274012544;0.4516527;0.884170463;0.036730552;3.218204817
UMW;2008;Good;535;0.009130997;0.012276109;0.005051009;0.001327479;0.001013923;0.001675405;43;28;12.41416297;0.824285113;1.534097264;0.031785253;6.296463367
UMW;2008;Good;514;0.009281841;0.00811728;0.010792564;0.001389998;0.001530251;0.00123437;23;22;5.287388393;14.30078125;3.641771682;2.845982143;158.0357058
UMW;2008;Good;497;0.010153898;0.014227899;0.004868911;0.00137295;0.001381661;0.001363283;30;24;0;23.34394904;8.681187981;1.337579618;634.3376327
UMW;2008;Poor;637;0.009857198;0.013684704;0.004891974;0.001321636;0.001342657;0.001298312;63;23;15.23703063;0.412217115;0.723205758;0.038302859;1.617617292
UMW;2008;Good;232;0.008773524;0.01132189;0.005467663;0.001379608;0.001716663;0.001005607;21;18;57.97367105;0.580236627;1.387306907;0.033327779;18.54442431
UMW;2008;Good;365;0.00946848;0.012827972;0.005110387;0.001433005;0.001918618;0.000894162;12;12;0;0.308195381;0.841213361;0;1.216407492
UMW;2009;Good;240;0.006437813;0.008110605;0.003873696;0.000844368;0.000580164;0.001164084;31;25;15.60054495;1.667751401;1.895468627;0.223529617;20.03927656
UMW;2009;Poor;198;0.007087092;0.008566074;0.004820054;0.000840132;0.000683654;0.001029487;25;22;83.68465966;0.736405396;1.386225576;0.066497812;2.413534709
UMW;2009;Poor;712;0.007070297;0.008566588;0.004776726;0.00084997;0.000940864;0.00073998;23;17;74.84125741;0.983337267;1.815614806;0.107519293;3.209232126
UMW;2009;Good;195;0.006917482;0.00473963;0.010255774;0.000854312;0.001109052;0.00054605;9;9;49.27312079;3.931311482;2.101689197;0.800045635;87.60771755
TPL;2009;Poor;1;0.007537265;0.010263042;0.003359094;0.000977793;5.95E-05;0.002089068;1;1;11.65855266;0.254218676;1.163536177;0;0.411087584
UMW;2009;Poor;477;0.006982009;0.00678454;0.007284698;0.000869775;0.001089319;0.000604103;26;14;63.9242685;2.666609294;1.456034059;0.78313253;7.582309846
UMW;2009;Poor;4;0.007168969;0.008680264;0.0048524;0.000963741;0.000504199;0.001519835;2;2;64.1627091;0.606598022;1.436309759;0.053805919;1.632219253
UMW;2009;Poor;480;0.006851457;0.004248288;0.010841692;0.000860047;0.001009998;0.000678591;16;16;31.47642647;0.470560541;1.159996266;0.025917493;1.319806379
UMW;2009;Good;24;0.007498822;0.006797185;0.008574317;0.000943529;0.000778141;0.001143666;3;3;0;1.372208437;1.221156066;0;1.593653991
UMW;2009;Good;399;0.006675334;0.003824326;0.011045465;0.00094535;0.000981784;0.000901261;4;4;37.03767547;0.175380853;0.505398794;0.004553319;0.488278697
UMW;2009;Good;518;0.006752256;0.008921929;0.003426502;0.00085689;0.000910046;0.000792566;19;18;87.25038402;0.659754224;2.724664627;0;4.152137783
UMW;2009;Poor;253;0.007253315;0.008889398;0.004745466;0.00094908;0.001487061;0.000508172;2;2;88.83711958;0.643805737;1.614632959;0.004451501;2.32209445
UMW;2009;Poor;236;0.007331744;0.00928662;0.004335237;0.000868147;0.001132491;0.000548263;12;12;8.333333333;0.057328605;1.195775642;0;0.183662912
SAP;2009;Poor;283;0.006833774;0.009138638;0.003300792;0.000889943;0.000631577;0.001202593;3;3;68.06202119;0.416333712;1.346747328;0.014662219;0.509152351
SAP;2009;Good;278;0.007317028;0.00946245;0.004028446;0.000880905;0.000843496;0.000926175;21;21;33.38810284;0.1787616;0.775051729;0;1.171531009
SAP;2009;Poor;219;0.006607625;0.007547403;0.005167099;0.00086536;0.001110013;0.000569305;14;8;0.020807409;0.57463536;0.83368966;0.028967177;7.524932167
SAP;2009;Poor;209;0.006476879;0.008158593;0.003899085;0.000839974;0.000999788;0.000646581;15;15;0.002108593;3.066209805;1.721448421;0.883500264;38.44171726
SAP;2008;Good;545;0.011357905;0.001588948;0.024030661;0.001388872;0.00130744;0.001479229;32;26;0;0.180689381;0.559237413;0;0.750666769
SAP;2008;Good;221;0.009404506;0.012464975;0.00543432;0.001385024;0.001042534;0.001765056;38;30;0.704459361;0.716621253;0.689512765;0.006645843;0.863949027
SAP;2008;Good;518;0.009103232;0.010488634;0.007306022;0.001359519;0.001177694;0.001561275;48;27;56.06728759;1.433404296;1.530243825;0.152822657;11.1291733
SAP;2008;Good;536;0.009497654;0.013435043;0.004389886;0.001433839;0.001019534;0.001893556;33;32;1.676575505;1.11441736;1.137794968;0.208085612;13.74944215
SAP;2008;Good;195;0.009999466;0.011643041;0.007867343;0.001379115;0.00147525;0.001272442;27;23;0;0.573677018;0.827795661;0.01413694;3.805128691
SAP;2008;Good;478;0.010096813;0.013252723;0.006002815;0.00131192;0.000864348;0.001808552;114;30;0.450248383;1.341807944;1.440101741;0.167974757;17.45509553
SAP;2009;Good;537;0.007913724;0.010359005;0.004165507;0.000923261;0.001077729;0.000736338;18;18;0;0.064610791;0.788574273;0;6.264184975
SAP;2008;Good;509;0.010803195;0.011667278;0.009682265;0.001385522;0.001552199;0.001200574;25;22;68.73885491;0.65437797;1.320898674;0.02744656;3.435267936
SAP;2008;Good;150;0.008917714;0.010582992;0.006757435;0.001414952;0.001859064;0.00092216;18;16;9.887949676;2.021885853;2.737277222;0.052421204;38.06154967
SAP;2009;Good;554;0.007559029;0.010495419;0.003058023;0.000874316;0.000919609;0.000819506;19;19;0;0.088989299;0.495943838;0.007562294;0.576661643
SAP;2009;Good;222;0.007952843;0.00889519;0.006508379;0.000874144;0.001072704;0.000633865;16;15;4.296198145;0.52512486;0.664922898;0.043682747;0.436805741
SAP;2009;Good;329;0.007224972;0.00953007;0.003691632;0.000891778;0.000834394;0.000961219;22;22;0.197077694;0.330170251;0.944822305;0.013890939;1.421959301
SAP;2008;Good;537;0.011634019;0.010727458;0.012810053;0.001404294;0.001461717;0.001340577;30;24;38.22124538;1.814268982;1.568050831;0.344086456;33.18390657
SAP;2008;Good;152;0.010586544;0.011159141;0.009843744;0.001409073;0.001593064;0.001204915;35;22;0.301862741;0.302119638;0.592083038;0.011043554;1.029916162
SAP;2009;Good;114;0.007507334;0.010441078;0.003010384;0.000887624;0.000967902;0.000790479;5;5;0.527263263;1.011851011;1.264984739;0.103484796;10.5588279
SAP;2009;Poor;444;0.008020967;0.011274462;0.003033888;0.000862298;0.00112014;0.000550283;12;12;0.15941335;1.91147562;1.675730768;0.253601551;33.43120097
SAP;2008;Poor;567;0.010435408;0.011172604;0.009479083;0.00139672;0.001721632;0.001036193;25;19;0.02731549;0.04553921;1.439805;0.0001339;0.0582188
SAP;2008;Good;267;0.010886106;0.009182855;0.013095643;0.001313597;0.001379819;0.001240116;24;22;81.60363702;0.935175025;1.420453492;0.105807181;8.330771593
SAP;2009;Good;253;0.008235747;0.007305112;0.009662259;0.000889722;0.00106189;0.000681382;6;6;59.69905048;1.710555191;1.669387227;0.215156639;15.9682581
SAP;2008;Good;406;0.010137202;0.007440362;0.013635671;0.001346411;0.001553508;0.001116614;24;20;16.2203348;1.180452276;1.30274467;0.184464778;14.67113403
SAP;2008;Poor;697;0.010517272;0.015106169;0.004564337;0.001370335;0.001653212;0.001056451;24;19;3.829702;0.5137786;1.279357;0.02842675;3.389456
SAP;2009;Poor;221;0.007735627;0.009959368;0.004326994;0.000879987;0.001124167;0.000584504;16;14;0;0.468352704;1.70669448;0.009548753;19.36099655
SAP;2009;Good;288;0.006889719;0.008043599;0.005121009;0.000910448;0.00116064;0.001607689;21;15;94.05832808;0.496533547;1.27449796;0.015279131;3.095170452
SAP;2008;Good;505;0.010662045;0.015192472;0.004784959;0.001398738;0.001255626;0.001557537;29;27;0.081738608;1.27321242;1.246278684;0.237092078;15.5697659
SAP;2009;Good;1078;0.00785784;0.00638012;0.010122944;0.000846166;0.000338838;0.001460087;37;31;2.696977997;1.031717338;0.947061499;0.107733041;0.291281301
SAP;2009;Good;350;0.007287606;0.009839379;0.003376153;0.000881888;0.000988166;0.00075328;24;18;75.21021939;1.135736209;1.487229037;0.143470371;11.02296004
SAP;2009;Poor;125;0.007260306;0.009632586;0.003623987;0.000816015;0.000883638;0.000734183;6;6;0;0.099371131;0.773124865;0.004893924;14.5256911
XER;2009;Poor;91;0.008713523;-0.002375992;0.025711941;0.000932969;0.000746806;0.001158246;3;3;2.703913;0.4854301;1.249259;0.03223246;5.480078
NPL;2009;Poor;5;0.008408883;0.011775353;0.003714398;0.000920588;0.000914507;0.000927946;8;4;0.008329566;0.1354013;1.024211;0.002449872;0.625059
NPL;2009;Poor;10;0.007150219;0.007198462;0.007082944;0.000973254;0.000846095;0.001127129;3;3;0;0;0;0;0.01598771
XER;2008;Good;380;0.009350837;0.012567279;0.005178314;0.001469612;0.001440003;0.001502467;5;5;5.880440338;0.754308967;1.335189406;0.080178165;10.91397856
WMT;2009;Good;47;0.008244846;0.006742301;0.010340121;0.000966079;3.78E-05;0.002089348;1;1;0;0.022300915;0.542172551;0;6.546923522
NPL;2009;Poor;27;0.007879391;0.009145726;0.006113508;0.000898455;0.000662149;0.001184411;3;3;0;0.2028503;1.752068;0.004196234;1.838865
XER;2009;Poor;27;0.008274998;0.009325558;0.006810011;0.000950858;0.001215817;0.000630231;6;6;1.000661;0.3623563;0.845399;0.03286214;3.42589
NPL;2009;Poor;95;0.008558497;0.01194656;0.0038339;0.000915707;0.000704304;0.001171527;3;3;0;0.259737918;0.64491473;0.002163581;5.985012903
XER;2009;Poor;59;0.008143736;0.010779522;0.004468179;0.000897859;0.001217877;0.000510603;12;10;0.134422291;0.640532406;1.308277002;0.044906694;4.685504674
NPL;2008;Poor;35;0.01060574;0.01549711;0.004260421;0.001443989;0.001546266;0.001330502;6;6;0.138977252;1.761752883;1.647970315;0.198107736;30.19371893
NPL;2009;Poor;75;0.008249947;0.011533863;0.003670582;0.000898455;0.000662149;0.001184411;3;3;0.227552442;0.511235534;1.103647614;0.034149772;3.705857232
XER;2009;Poor;18;0.008173973;0.011019675;0.00420569;0.000931894;0.00042659;0.001543366;2;2;0.016499423;1.935615825;2.196187362;0.265490708;41.66231872
SPL;2008;Poor;489;0.011057419;0.012108425;0.009694005;0.001391168;0.00172624;0.001019367;9;9;0.140328276;1.637197575;1.762162258;0.14764375;31.06453242
WMT;2009;Good;9;0.007841503;0.007361669;0.008510623;0.000965027;0.000831761;0.001126293;3;3;0.071901589;0.335757065;0.520511643;0.017550865;1.662379411
XER;2009;Poor;58;0.008816631;0.011066771;0.005678848;0.00094114;0.00077364;0.001143832;3;3;0;2.787158258;2.196817297;0.196298817;9.284165711
XER;2009;Good;75;0.008142826;0.010560004;0.004772113;0.000903834;0.001104101;0.00066149;6;6;81.04521142;1.975723339;1.691589188;0.318105366;19.38841387
NPL;2008;Poor;16;0.011783431;0.016754315;0.005334963;0.001608062;0.001155326;0.002110423;3;3;0.509977;0.2572706;0.8454551;0.01807821;1.777886
XER;2009;Poor;19;0.008934575;0.001252135;0.019647606;0.000972911;0.000852819;0.000611823;3;3;0;10.87822111;1.227247716;0.013854253;928.1921886
NPL;2009;Poor;28;0.008036444;0.009350621;0.006203846;0.000862565;0.000563834;0.001224061;3;3;2.078815;0.4019952;1.270107;0.02520296;4.865597
XER;2008;Poor;481;0.010308372;0.010940233;0.009488692;0.001467103;0.001623939;0.001293077;6;6;0.4848106;0.2501988;0.8418697;0.01697245;1.70787
XER;2009;Good;17;0.006918346;0.008149325;0.005201767;0.000966079;3.78E-05;0.002089348;1;1;59.58719652;1.61826253;1.647168571;0.211706215;14.86399999
NPL;2008;Poor;95;0.01077509;0.013364803;0.007415591;0.001539898;0.00161096;0.001461047;5;5;0;0.876975566;1.355150574;0.018359572;5.905240715
NPL;2009;Poor;3;0.009218829;-0.002110045;0.025016748;0.000929752;-8.99E-05;0.002163674;1;1;0;0.666875735;1.458871873;0;26.4908751
XER;2009;Poor;49;0.007995847;0.010858282;0.00400423;0.000936082;0.001091726;0.000747737;5;5;0;0.302771855;0.172792168;0;15.08121183
NPL;2009;Poor;15;0.007515832;0.009968653;0.004095417;0.000943149;0.000460448;0.001527269;2;2;1.735970933;25.49068746;8.262746154;5.087401105;1091.634311
NPL;2009;Poor;319;0.007844917;0.010496284;0.004147632;0.000858663;0.001125677;0.000535548;18;10;6.894606717;6.314544708;3.392246804;1.718632427;255.189602
NPL;2009;Poor;140;0.007613653;0.009990778;0.004298794;0.000856592;0.001175882;0.000474906;4;4;0.001479651;17.3138044;8.10003039;2.664111802;991.1539292
WMT;2009;Good;26;0.007302984;0.006014212;0.009100155;0.000966079;3.78E-05;0.002089348;1;1;24.66388013;1.421213308;1.397937276;0.222972979;18.19803245
WMT;2009;Good;6;0.007162651;0.006868375;0.007573013;0.000958763;0.000512866;0.001498344;2;2;46.50953086;2.083136073;1.62230581;0.432030003;39.02630973
NPL;2009;Good;71;0.007672227;0.00865984;0.006295018;0.000955734;-5.67E-06;0.002119141;1;1;87.37290157;0.88454011;1.460965699;0.077810903;7.712003566
CPL;2013;Good;103;0.007956105;0.007456862;0.008652292;0.001241196;0.001296492;0.001178317;24;20;1.58870516;0.623840399;1.020373302;0.069547819;7.259917389
SAP;2014;Good;171;0.012869714;0.011505947;0.01607152;0.001106905;0.001284121;0.000903852;16;16;85.64700606;1.013754953;1.116386123;0.082230694;20.10888848
CPL;2013;Good;211;0.007431429;0.009720783;0.004238965;0.001227782;0.001324741;0.001117526;23;19;3.839033717;0.701010591;1.144525644;0.014415344;10.65744477
SAP;2014;Good;270;0.01625547;0.0157152;0.017523897;0.001081705;0.001171438;0.000978889;19;17;0.008535475;0.429155557;0.697236209;0.055836233;5.323276794
CPL;2014;Good;389;0.016819826;0.018377679;0.013162355;0.001049854;0.000852003;0.00127655;26;22;0.196317867;1.031612086;1.714741382;0.119736676;23.47505555
CPL;2014;Good;335;0.016998268;0.021642757;0.006094099;0.001043068;0.000840264;0.001275441;24;22;38.59012676;0.403042608;0.983931115;0.016881136;3.284431113
CPL;2014;Good;509;0.015414437;0.01020395;0.027647433;0.001034514;0.000821416;0.001278681;26;22;62.22429478;0.659009802;1.322891376;0.058206368;4.42290877
CPL;2014;Good;442;0.016930466;0.018450788;0.013361107;0.00102348;0.000941564;0.001117339;22;19;12.93997519;1.010923803;1.239451346;0.12861902;13.53030802
CPL;2014;Good;535;0.012937036;0.014430612;0.009430469;0.001055808;0.000615869;0.001559887;45;27;75.60657488;1.034323144;1.455935461;0.125699883;8.858378112
