SITE_ID;Year;Site;Organism;Richness
FW08ID005;2008;Usstreams;Insect;31
FW08ID006;2008;Usstreams;Insect;39
FW08ID007;2008;Usstreams;Insect;34
FW08ID008;2008;Usstreams;Insect;48
FW08ID024;2008;Usstreams;Insect;34
FW08ID034;2008;Usstreams;Insect;39
FW08ID036;2008;Usstreams;Insect;34
FW08ID044;2008;Usstreams;Insect;31
FW08ID053;2008;Usstreams;Insect;22
FW08ID057;2008;Usstreams;Insect;34
FW08ID061;2008;Usstreams;Insect;34
FW08IL006;2008;Usstreams;Insect;20
FW08IL011;2008;Usstreams;Insect;47
FW08IL017;2008;Usstreams;Insect;28
FW08IL018;2008;Usstreams;Insect;38
FW08IL022;2008;Usstreams;Insect;31
FW08IL024;2008;Usstreams;Insect;26
FW08IL027;2008;Usstreams;Insect;13
FW08IL028;2008;Usstreams;Insect;24
FW08IL029;2008;Usstreams;Insect;25
FW08IL031;2008;Usstreams;Insect;27
FW08IL036;2008;Usstreams;Insect;23
FW08IL038;2008;Usstreams;Insect;17
FW08IN002;2008;Usstreams;Insect;43
FW08IN003;2008;Usstreams;Insect;44
FW08IN004;2008;Usstreams;Insect;46
FW08IN005;2008;Usstreams;Insect;25
FW08IN008;2008;Usstreams;Insect;21
FW08IN009;2008;Usstreams;Insect;28
FW08IN011;2008;Usstreams;Insect;28
FW08IN013;2008;Usstreams;Insect;20
FW08IN014;2008;Usstreams;Insect;35
FW08IN015;2008;Usstreams;Insect;27
FW08IN016;2008;Usstreams;Insect;23
FW08IN017;2008;Usstreams;Insect;27
FW08IN018;2008;Usstreams;Insect;34
FW08IN020;2008;Usstreams;Insect;21
FW08IN023;2008;Usstreams;Insect;33
FW08IN025;2008;Usstreams;Insect;38
FW08IN028;2008;Usstreams;Insect;41
FW08IN029;2008;Usstreams;Insect;28
FW08IN030;2008;Usstreams;Insect;18
FW08IN033;2008;Usstreams;Insect;23
FW08KS001;2008;Usstreams;Insect;38
FW08KS003;2008;Usstreams;Insect;35
FW08KS005;2008;Usstreams;Insect;12
FW08KS006;2008;Usstreams;Insect;11
FW08KS008;2008;Usstreams;Insect;31
FW08KS012;2008;Usstreams;Insect;53
FW08KS018;2008;Usstreams;Insect;41
FW08KS021;2008;Usstreams;Insect;23
FW08KS022;2008;Usstreams;Insect;26
FW08KS033;2008;Usstreams;Insect;25
FW08KS036;2008;Usstreams;Insect;19
FW08KS038;2008;Usstreams;Insect;49
FW08KS039;2008;Usstreams;Insect;18
FW08KS040;2008;Usstreams;Insect;40
FW08KS042;2008;Usstreams;Insect;16
FW08KS043;2008;Usstreams;Insect;43
FW08KY097;2008;Usstreams;Insect;9
FW08KY209;2008;Usstreams;Insect;24
FW08LA006;2008;Usstreams;Insect;25
FW08LA011;2008;Usstreams;Insect;18
FW08LA013;2008;Usstreams;Insect;9
FW08LA014;2008;Usstreams;Insect;29
FW08LA017;2008;Usstreams;Insect;12
FW08LA018;2008;Usstreams;Insect;20
FW08LA028;2008;Usstreams;Insect;2
FW08LA029;2008;Usstreams;Insect;4
FW08LA030;2008;Usstreams;Insect;16
FW08LA032;2008;Usstreams;Insect;23
FW08LA033;2008;Usstreams;Insect;2
FW08LA036;2008;Usstreams;Insect;3
FW08LA037;2008;Usstreams;Insect;17
FW08LA044;2008;Usstreams;Insect;4
FW08LA045;2008;Usstreams;Insect;21
FW08LA051;2008;Usstreams;Insect;2
FW08LA052;2008;Usstreams;Insect;3
FW08LA067;2008;Usstreams;Insect;2
FW08LA070;2008;Usstreams;Insect;8
FW08LA088;2008;Usstreams;Insect;1
FW08LA096;2008;Usstreams;Insect;1
FW08LA104;2008;Usstreams;Insect;1
FW08LA108;2008;Usstreams;Insect;4
FW08LA134;2008;Usstreams;Insect;7
FW08LA151;2008;Usstreams;Insect;5
FW08LA167;2008;Usstreams;Insect;1
FW08LA180;2008;Usstreams;Insect;7
FW08LA182;2008;Usstreams;Insect;3
FW08LA198;2008;Usstreams;Insect;3
FW08LA227;2008;Usstreams;Insect;1
FW08LA228;2008;Usstreams;Insect;3
FW08MA001;2008;Usstreams;Insect;39
FW08MA002;2008;Usstreams;Insect;23
FW08MA004;2008;Usstreams;Insect;47
FW08MA006;2008;Usstreams;Insect;20
FW08MA007;2008;Usstreams;Insect;16
FW08MA013;2008;Usstreams;Insect;38
FW08MA017;2008;Usstreams;Insect;41
FW08MA018;2008;Usstreams;Insect;23
FW08MD001;2008;Usstreams;Insect;45
FW08MD002;2008;Usstreams;Insect;28
FW08MD003;2008;Usstreams;Insect;33
FW08MD004;2008;Usstreams;Insect;27
FW08MD005;2008;Usstreams;Insect;18
FW08MD006;2008;Usstreams;Insect;15
FW08MD007;2008;Usstreams;Insect;40
FW08MD008;2008;Usstreams;Insect;36
FW08MD009;2008;Usstreams;Insect;48
FW08MD012;2008;Usstreams;Insect;41
FW08MD014;2008;Usstreams;Insect;15
FW08MD018;2008;Usstreams;Insect;19
FW08MD020;2008;Usstreams;Insect;33
FW08MD024;2008;Usstreams;Insect;37
FW08ME001;2008;Usstreams;Insect;21
FW08ME002;2008;Usstreams;Insect;2
FW08ME003;2008;Usstreams;Insect;44
FW08ME004;2008;Usstreams;Insect;29
FW08ME005;2008;Usstreams;Insect;25
FW08ME006;2008;Usstreams;Insect;50
FW08ME007;2008;Usstreams;Insect;43
FW08ME008;2008;Usstreams;Insect;26
FW08ME009;2008;Usstreams;Insect;46
FW08ME010;2008;Usstreams;Insect;49
FW08ME011;2008;Usstreams;Insect;58
FW08ME013;2008;Usstreams;Insect;10
FW08ME016;2008;Usstreams;Insect;44
FW08ME017;2008;Usstreams;Insect;39
FW08ME018;2008;Usstreams;Insect;25
FW08ME019;2008;Usstreams;Insect;34
FW08ME020;2008;Usstreams;Insect;31
FW08ME021;2008;Usstreams;Insect;43
FW08ME022;2008;Usstreams;Insect;30
FW08ME026;2008;Usstreams;Insect;9
FW08ME027;2008;Usstreams;Insect;36
FW08MI019;2008;Usstreams;Insect;34
FW08MI023;2008;Usstreams;Insect;25
FW08MI024;2008;Usstreams;Insect;49
FW08MI026;2008;Usstreams;Insect;32
FW08MI028;2008;Usstreams;Insect;31
FW08MI030;2008;Usstreams;Insect;34
FW08MI033;2008;Usstreams;Insect;27
FW08MI034;2008;Usstreams;Insect;20
FW08MI036;2008;Usstreams;Insect;21
FW08MI037;2008;Usstreams;Insect;9
FW08MI038;2008;Usstreams;Insect;31
FW08MI041;2008;Usstreams;Insect;22
FW08MI042;2008;Usstreams;Insect;28
FW08MI044;2008;Usstreams;Insect;15
FW08MI046;2008;Usstreams;Insect;40
FW08MI047;2008;Usstreams;Insect;17
FW08MI048;2008;Usstreams;Insect;29
FW08MI050;2008;Usstreams;Insect;25
FW08MI057;2008;Usstreams;Insect;30
FW08MI058;2008;Usstreams;Insect;3
FW08MN017;2008;Usstreams;Insect;30
FW08MN018;2008;Usstreams;Insect;23
FW08MN019;2008;Usstreams;Insect;41
FW08MN021;2008;Usstreams;Insect;24
FW08MN024;2008;Usstreams;Insect;14
FW08MN031;2008;Usstreams;Insect;34
FW08MN033;2008;Usstreams;Insect;37
FW08MN034;2008;Usstreams;Insect;31
FW08MN035;2008;Usstreams;Insect;34
FW08MN036;2008;Usstreams;Insect;14
FW08MN037;2008;Usstreams;Insect;25
FW08MN040;2008;Usstreams;Insect;32
FW08MN049;2008;Usstreams;Insect;29
FW08MO001;2008;Usstreams;Insect;25
FW08MO004;2008;Usstreams;Insect;30
FW08MO005;2008;Usstreams;Insect;28
FW08MO006;2008;Usstreams;Insect;60
FW08MO007;2008;Usstreams;Insect;32
FW08MO011;2008;Usstreams;Insect;38
FW08MO012;2008;Usstreams;Insect;22
FW08MO023;2008;Usstreams;Insect;9
FW08MO026;2008;Usstreams;Insect;24
FW08MO035;2008;Usstreams;Insect;12
FW08MO036;2008;Usstreams;Insect;19
FW08MO044;2008;Usstreams;Insect;25
FW08MO086;2008;Usstreams;Insect;8
FW08MO102;2008;Usstreams;Insect;25
FW08MO150;2008;Usstreams;Insect;12
FW08MO214;2008;Usstreams;Insect;27
FW08MS006;2008;Usstreams;Insect;4
FW08MS014;2008;Usstreams;Insect;7
FW08MS019;2008;Usstreams;Insect;1
FW08MS083;2008;Usstreams;Insect;4
FW08MS094;2008;Usstreams;Insect;3
FW08MS127;2008;Usstreams;Insect;2
FW08MS139;2008;Usstreams;Insect;6
FW08MS147;2008;Usstreams;Insect;25
FW08MS191;2008;Usstreams;Insect;11
FW08MS203;2008;Usstreams;Insect;7
FW08MS211;2008;Usstreams;Insect;4
FW08MS238;2008;Usstreams;Insect;12
FW08MT001;2008;Usstreams;Insect;33
FW08MT002;2008;Usstreams;Insect;38
FW08MT004;2008;Usstreams;Insect;52
FW08MT005;2008;Usstreams;Insect;31
FW08MT007;2008;Usstreams;Insect;15
FW08MT008;2008;Usstreams;Insect;52
FW08MT013;2008;Usstreams;Insect;21
FW08MT014;2008;Usstreams;Insect;34
FW08MT020;2008;Usstreams;Insect;22
FW08MT023;2008;Usstreams;Insect;52
FW08MT024;2008;Usstreams;Insect;35
FW08MT029;2008;Usstreams;Insect;34
FW08MT030;2008;Usstreams;Insect;51
FW08MT031;2008;Usstreams;Insect;34
FW08MT035;2008;Usstreams;Insect;9
FW08MT038;2008;Usstreams;Insect;32
FW08MT039;2008;Usstreams;Insect;54
FW08MT042;2008;Usstreams;Insect;31
FW08MT043;2008;Usstreams;Insect;24
FW08MT045;2008;Usstreams;Insect;32
FW08MT048;2008;Usstreams;Insect;47
FW08MT050;2008;Usstreams;Insect;27
FW08MT051;2008;Usstreams;Insect;35
FW08MT054;2008;Usstreams;Insect;30
FW08MT055;2008;Usstreams;Insect;31
FW08MT060;2008;Usstreams;Insect;38
FW08MT062;2008;Usstreams;Insect;35
FW08MT071;2008;Usstreams;Insect;53
FW08ND001;2008;Usstreams;Insect;33
FW08ND003;2008;Usstreams;Insect;26
FW08ND004;2008;Usstreams;Insect;29
FW08ND005;2008;Usstreams;Insect;48
FW08ND006;2008;Usstreams;Insect;25
FW08ND007;2008;Usstreams;Insect;29
FW08ND010;2008;Usstreams;Insect;33
FW08ND012;2008;Usstreams;Insect;29
FW08ND013;2008;Usstreams;Insect;29
FW08ND015;2008;Usstreams;Insect;40
FW08ND017;2008;Usstreams;Insect;38
FW08ND018;2008;Usstreams;Insect;31
FW08ND021;2008;Usstreams;Insect;39
FW08ND022;2008;Usstreams;Insect;40
FW08ND024;2008;Usstreams;Insect;30
FW08ND026;2008;Usstreams;Insect;34
FW08ND027;2008;Usstreams;Insect;19
FW08ND028;2008;Usstreams;Insect;32
FW08ND029;2008;Usstreams;Insect;5
FW08ND031;2008;Usstreams;Insect;23
FW08ND032;2008;Usstreams;Insect;23
FW08ND033;2008;Usstreams;Insect;34
FW08ND034;2008;Usstreams;Insect;27
FW08ND035;2008;Usstreams;Insect;23
FW08ND036;2008;Usstreams;Insect;32
FW08ND039;2008;Usstreams;Insect;11
FW08ND040;2008;Usstreams;Insect;41
FW08ND043;2008;Usstreams;Insect;12
FW08ND044;2008;Usstreams;Insect;32
FW08ND049;2008;Usstreams;Insect;16
FW08ND052;2008;Usstreams;Insect;43
FW08ND055;2008;Usstreams;Insect;7
FW08ND056;2008;Usstreams;Insect;32
FW08ND057;2008;Usstreams;Insect;25
FW08ND060;2008;Usstreams;Insect;34
FW08ND061;2008;Usstreams;Insect;22
FW08ND063;2008;Usstreams;Insect;18
FW08ND079;2008;Usstreams;Insect;3
FW08NE001;2008;Usstreams;Insect;17
FW08NE010;2008;Usstreams;Insect;27
FW08NE012;2008;Usstreams;Insect;24
FW08NE013;2008;Usstreams;Insect;26
FW08NE014;2008;Usstreams;Insect;24
FW08NE017;2008;Usstreams;Insect;14
FW08NE021;2008;Usstreams;Insect;11
FW08NE024;2008;Usstreams;Insect;13
FW08NE026;2008;Usstreams;Insect;15
FW08NE027;2008;Usstreams;Insect;8
FW08NE030;2008;Usstreams;Insect;5
FW08NE037;2008;Usstreams;Insect;52
FW08NE040;2008;Usstreams;Insect;18
FW08NE045;2008;Usstreams;Insect;22
FW08NE056;2008;Usstreams;Insect;10
FW08NE060;2008;Usstreams;Insect;34
FW08NH005;2008;Usstreams;Insect;25
FW08NH007;2008;Usstreams;Insect;7
FW08NH009;2008;Usstreams;Insect;19
FW08NH010;2008;Usstreams;Insect;13
FW08NH011;2008;Usstreams;Insect;20
FW08NH014;2008;Usstreams;Insect;20
FW08NH016;2008;Usstreams;Insect;20
FW08NH017;2008;Usstreams;Insect;46
FW08NH018;2008;Usstreams;Insect;28
FW08NH020;2008;Usstreams;Insect;31
FW08NJ002;2008;Usstreams;Insect;21
FW08NJ003;2008;Usstreams;Insect;28
FW08NJ008;2008;Usstreams;Insect;25
FW08NJ009;2008;Usstreams;Insect;31
FW08NJ015;2008;Usstreams;Insect;29
FW08NJ019;2008;Usstreams;Insect;22
FW08NJ021;2008;Usstreams;Insect;22
FW08NM001;2008;Usstreams;Insect;36
FW08NM002;2008;Usstreams;Insect;31
FW08NM003;2008;Usstreams;Insect;36
FW08NM012;2008;Usstreams;Insect;31
FW08NM013;2008;Usstreams;Insect;6
FW08NM018;2008;Usstreams;Insect;8
FW08NM025;2008;Usstreams;Insect;41
FW08NM061;2008;Usstreams;Insect;30
FW08NM064;2008;Usstreams;Insect;31
FW08NM069;2008;Usstreams;Insect;35
FW08NM070;2008;Usstreams;Insect;7
FW08NV003;2008;Usstreams;Insect;27
FW08NV004;2008;Usstreams;Insect;40
FW08NV005;2008;Usstreams;Insect;28
FW08NV006;2008;Usstreams;Insect;34
FW08NV008;2008;Usstreams;Insect;55
FW08NV009;2008;Usstreams;Insect;30
FW08NV010;2008;Usstreams;Insect;28
FW08NV011;2008;Usstreams;Insect;40
FW08NV012;2008;Usstreams;Insect;14
FW08NV014;2008;Usstreams;Insect;34
FW08NV015;2008;Usstreams;Insect;36
FW08NV019;2008;Usstreams;Insect;42
FW08NV022;2008;Usstreams;Insect;35
FW08NV026;2008;Usstreams;Insect;31
FW08NV028;2008;Usstreams;Insect;44
FW08NV029;2008;Usstreams;Insect;31
FW08NV031;2008;Usstreams;Insect;21
FW08NV032;2008;Usstreams;Insect;30
FW08NV033;2008;Usstreams;Insect;14
FW08NV034;2008;Usstreams;Insect;18
FW08NV035;2008;Usstreams;Insect;28
FW08NV037;2008;Usstreams;Insect;58
FW08NV038;2008;Usstreams;Insect;32
FW08NV039;2008;Usstreams;Insect;30
FW08NV040;2008;Usstreams;Insect;39
FW08NV041;2008;Usstreams;Insect;42
FW08NV049;2008;Usstreams;Insect;27
FW08NV050;2008;Usstreams;Insect;28
FW08NV051;2008;Usstreams;Insect;26
FW08NV053;2008;Usstreams;Insect;50
FW08NV054;2008;Usstreams;Insect;26
FW08NV056;2008;Usstreams;Insect;36
FW08NV057;2008;Usstreams;Insect;39
FW08NV058;2008;Usstreams;Insect;34
FW08NV062;2008;Usstreams;Insect;14
FW08NV063;2008;Usstreams;Insect;30
FW08NV065;2008;Usstreams;Insect;41
FW08NV066;2008;Usstreams;Insect;23
FW08NV069;2008;Usstreams;Insect;40
FW08NY002;2008;Usstreams;Insect;43
FW08NY003;2008;Usstreams;Insect;23
FW08NY004;2008;Usstreams;Insect;48
FW08NY008;2008;Usstreams;Insect;51
FW08NY014;2008;Usstreams;Insect;53
FW08NY015;2008;Usstreams;Insect;51
FW08NY016;2008;Usstreams;Insect;48
FW08NY017;2008;Usstreams;Insect;31
FW08NY018;2008;Usstreams;Insect;18
FW08NY019;2008;Usstreams;Insect;35
FW08NY021;2008;Usstreams;Insect;34
FW08NY022;2008;Usstreams;Insect;30
FW08NY023;2008;Usstreams;Insect;43
FW08NY024;2008;Usstreams;Insect;52
FW08NY025;2008;Usstreams;Insect;16
FW08NY027;2008;Usstreams;Insect;23
FW08NY028;2008;Usstreams;Insect;18
FW08NY030;2008;Usstreams;Insect;28
FW08NY032;2008;Usstreams;Insect;34
FW08NY034;2008;Usstreams;Insect;19
FW08NY035;2008;Usstreams;Insect;45
FW08NY037;2008;Usstreams;Insect;8
FW08NY039;2008;Usstreams;Insect;18
FW08NY040;2008;Usstreams;Insect;27
FW08NY041;2008;Usstreams;Insect;53
FW08NY042;2008;Usstreams;Insect;12
FW08NY044;2008;Usstreams;Insect;24
FW08NY050;2008;Usstreams;Insect;33
FW08NY064;2008;Usstreams;Insect;10
FW08NY065;2008;Usstreams;Insect;33
FW08NY066;2008;Usstreams;Insect;12
FW08NY077;2008;Usstreams;Insect;43
FW08OH003;2008;Usstreams;Insect;19
FW08OH004;2008;Usstreams;Insect;41
FW08OH005;2008;Usstreams;Insect;32
FW08OH007;2008;Usstreams;Insect;29
FW08OH012;2008;Usstreams;Insect;34
FW08OH017;2008;Usstreams;Insect;34
FW08OH018;2008;Usstreams;Insect;26
FW08OH019;2008;Usstreams;Insect;42
FW08OH021;2008;Usstreams;Insect;23
FW08OH023;2008;Usstreams;Insect;32
FW08OH024;2008;Usstreams;Insect;41
FW08OH027;2008;Usstreams;Insect;17
FW08OH028;2008;Usstreams;Insect;32
FW08OH031;2008;Usstreams;Insect;31
FW08OH032;2008;Usstreams;Insect;47
FW08OH033;2008;Usstreams;Insect;39
FW08OH035;2008;Usstreams;Insect;28
FW08OH038;2008;Usstreams;Insect;26
FW08OK002;2008;Usstreams;Insect;25
FW08OK007;2008;Usstreams;Insect;36
FW08OK010;2008;Usstreams;Insect;28
FW08OK011;2008;Usstreams;Insect;14
FW08OK012;2008;Usstreams;Insect;21
FW08OK014;2008;Usstreams;Insect;20
FW08OK019;2008;Usstreams;Insect;21
FW08OK020;2008;Usstreams;Insect;28
FW08OK023;2008;Usstreams;Insect;43
FW08OK035;2008;Usstreams;Insect;47
FW08OK044;2008;Usstreams;Insect;28
FW08OK060;2008;Usstreams;Insect;49
FW08OK061;2008;Usstreams;Insect;29
FW08OK080;2008;Usstreams;Insect;46
FW08OR001;2008;Usstreams;Insect;36
FW08OR002;2008;Usstreams;Insect;19
FW08OR004;2008;Usstreams;Insect;46
FW08OR005;2008;Usstreams;Insect;46
FW08OR006;2008;Usstreams;Insect;25
FW08OR008;2008;Usstreams;Insect;30
FW08OR009;2008;Usstreams;Insect;42
FW08OR010;2008;Usstreams;Insect;43
FW08OR015;2008;Usstreams;Insect;23
FW08OR016;2008;Usstreams;Insect;44
FW08OR019;2008;Usstreams;Insect;35
FW08OR022;2008;Usstreams;Insect;41
FW08OR027;2008;Usstreams;Insect;44
FW08OR035;2008;Usstreams;Insect;31
FW08OR043;2008;Usstreams;Insect;53
FW08OR044;2008;Usstreams;Insect;38
FW08OR045;2008;Usstreams;Insect;38
FW08OR047;2008;Usstreams;Insect;45
FW08OR050;2008;Usstreams;Insect;42
FW08OR051;2008;Usstreams;Insect;29
FW08OR052;2008;Usstreams;Insect;41
FW08OR054;2008;Usstreams;Insect;26
FW08OR058;2008;Usstreams;Insect;61
FW08OR059;2008;Usstreams;Insect;14
FW08OR060;2008;Usstreams;Insect;43
FW08OR069;2008;Usstreams;Insect;42
FW08PA001;2008;Usstreams;Insect;47
FW08PA005;2008;Usstreams;Insect;38
FW08PA018;2008;Usstreams;Insect;36
FW08PA023;2008;Usstreams;Insect;47
FW08PA029;2008;Usstreams;Insect;31
FW08PA035;2008;Usstreams;Insect;17
FW08PA037;2008;Usstreams;Insect;39
FW08PA039;2008;Usstreams;Insect;43
FW08RIA9037;2008;Usstreams;Insect;21
FW08RIA9038;2008;Usstreams;Insect;29
FW08RIA9060;2008;Usstreams;Insect;35
FW08RIL2AK07;2008;Usstreams;Insect;11
FW08RIL2CA08;2008;Usstreams;Insect;9
FW08RIL2DJE02;2008;Usstreams;Insect;24
FW08RIL2ICE01;2008;Usstreams;Insect;27
FW08RIL9002;2008;Usstreams;Insect;31
FW08RIN9035;2008;Usstreams;Insect;31
FW08RIN9046;2008;Usstreams;Insect;34
FW08RKS9002;2008;Usstreams;Insect;34
FW08RKS9003;2008;Usstreams;Insect;20
FW08RKS9777;2008;Usstreams;Insect;16
FW08RKS9888;2008;Usstreams;Insect;42
FW08RKS9999;2008;Usstreams;Insect;27
FW08RLA900;2008;Usstreams;Insect;31
FW08RMI9002;2008;Usstreams;Insect;20
FW08RMI9004;2008;Usstreams;Insect;31
FW08RMI9105;2008;Usstreams;Insect;37
FW08RMI9106;2008;Usstreams;Insect;30
FW08RMI9110;2008;Usstreams;Insect;47
FW08RMO9003;2008;Usstreams;Insect;52
FW08RMO9006;2008;Usstreams;Insect;34
FW08RND010456;2008;Usstreams;Insect;32
FW08RND010458;2008;Usstreams;Insect;27
FW08RND010460;2008;Usstreams;Insect;33
FW08RND9033;2008;Usstreams;Insect;24
FW08RND9138;2008;Usstreams;Insect;34
FW08RNE9010;2008;Usstreams;Insect;38
FW08RNE9011;2008;Usstreams;Insect;43
FW08RNE9022;2008;Usstreams;Insect;30
FW08RNE9024;2008;Usstreams;Insect;31
FW08RNE9999;2008;Usstreams;Insect;39
FW08RNM9001;2008;Usstreams;Insect;28
FW08RNM9002;2008;Usstreams;Insect;37
FW08RNM9004;2008;Usstreams;Insect;36
FW08RNM9030;2008;Usstreams;Insect;25
FW08RNM9049;2008;Usstreams;Insect;28
FW08RNM9060;2008;Usstreams;Insect;34
FW08RNM9081;2008;Usstreams;Insect;36
FW08RNY9004;2008;Usstreams;Insect;28
FW08RNY9005;2008;Usstreams;Insect;15
FW08RNY9007;2008;Usstreams;Insect;27
FW08ROH9019;2008;Usstreams;Insect;42
FW08RWI9225;2008;Usstreams;Insect;27
FW08RWI9226;2008;Usstreams;Insect;14
FW08SD004;2008;Usstreams;Insect;8
FW08SD005;2008;Usstreams;Insect;24
FW08SD009;2008;Usstreams;Insect;23
FW08SD010;2008;Usstreams;Insect;11
FW08SD012;2008;Usstreams;Insect;4
FW08SD016;2008;Usstreams;Insect;31
FW08SD019;2008;Usstreams;Insect;12
FW08SD020;2008;Usstreams;Insect;7
FW08SD021;2008;Usstreams;Insect;21
FW08SD022;2008;Usstreams;Insect;20
FW08SD023;2008;Usstreams;Insect;20
FW08SD025;2008;Usstreams;Insect;34
FW08SD027;2008;Usstreams;Insect;48
FW08SD029;2008;Usstreams;Insect;26
FW08SD039;2008;Usstreams;Insect;35
FW08SD041;2008;Usstreams;Insect;25
FW08SD043;2008;Usstreams;Insect;24
FW08SD046;2008;Usstreams;Insect;31
FW08SD049;2008;Usstreams;Insect;32
FW08SD052;2008;Usstreams;Insect;23
FW08SD054;2008;Usstreams;Insect;18
FW08SD057;2008;Usstreams;Insect;27
FW08SD058;2008;Usstreams;Insect;11
FW08SD061;2008;Usstreams;Insect;29
FW08SD071;2008;Usstreams;Insect;12
FW08TN002;2008;Usstreams;Insect;36
FW08TN004;2008;Usstreams;Insect;29
FW08TN005;2008;Usstreams;Insect;34
FW08TN006;2008;Usstreams;Insect;39
FW08TN007;2008;Usstreams;Insect;51
FW08TN010;2008;Usstreams;Insect;22
FW08TN011;2008;Usstreams;Insect;18
FW08TN013;2008;Usstreams;Insect;40
FW08TN014;2008;Usstreams;Insect;25
FW08TN015;2008;Usstreams;Insect;32
FW08TN017;2008;Usstreams;Insect;10
FW08TN018;2008;Usstreams;Insect;15
FW08TN019;2008;Usstreams;Insect;22
FW08TN024;2008;Usstreams;Insect;47
FW08TN025;2008;Usstreams;Insect;40
FW08TN027;2008;Usstreams;Insect;23
FW08TN029;2008;Usstreams;Insect;43
FW08TN030;2008;Usstreams;Insect;26
FW08TN031;2008;Usstreams;Insect;40
FW08TN035;2008;Usstreams;Insect;44
FW08TN049;2008;Usstreams;Insect;2
FW08TN081;2008;Usstreams;Insect;24
FW08TN085;2008;Usstreams;Insect;6
FW08TN097;2008;Usstreams;Insect;6
FW08TN177;2008;Usstreams;Insect;6
FW08TN261;2008;Usstreams;Insect;10
FW08TN285;2008;Usstreams;Insect;8
FW08TX001;2008;Usstreams;Insect;24
FW08TX002;2008;Usstreams;Insect;23
FW08TX003;2008;Usstreams;Insect;42
FW08TX004;2008;Usstreams;Insect;38
FW08TX005;2008;Usstreams;Insect;42
FW08TX010;2008;Usstreams;Insect;32
FW08TX011;2008;Usstreams;Insect;23
FW08TX013;2008;Usstreams;Insect;18
FW08TX014;2008;Usstreams;Insect;43
FW08TX017;2008;Usstreams;Insect;34
FW08TX019;2008;Usstreams;Insect;21
FW08TX025;2008;Usstreams;Insect;15
FW08TX028;2008;Usstreams;Insect;42
FW08TX031;2008;Usstreams;Insect;37
FW08TX032;2008;Usstreams;Insect;37
FW08TX035;2008;Usstreams;Insect;37
FW08TX042;2008;Usstreams;Insect;19
FW08TX043;2008;Usstreams;Insect;41
FW08TX045;2008;Usstreams;Insect;20
FW08TX047;2008;Usstreams;Insect;3
FW08TX053;2008;Usstreams;Insect;26
FW08TX055;2008;Usstreams;Insect;43
FW08TX057;2008;Usstreams;Insect;16
FW08TX088;2008;Usstreams;Insect;25
FW08UT001;2008;Usstreams;Insect;17
FW08UT003;2008;Usstreams;Insect;42
FW08UT005;2008;Usstreams;Insect;34
FW08UT007;2008;Usstreams;Insect;9
FW08UT008;2008;Usstreams;Insect;37
FW08UT009;2008;Usstreams;Insect;33
FW08UT010;2008;Usstreams;Insect;26
FW08UT011;2008;Usstreams;Insect;48
FW08UT012;2008;Usstreams;Insect;27
FW08UT013;2008;Usstreams;Insect;44
FW08UT021;2008;Usstreams;Insect;22
FW08UT022;2008;Usstreams;Insect;23
FW08UT026;2008;Usstreams;Insect;23
FW08UT028;2008;Usstreams;Insect;47
FW08UT032;2008;Usstreams;Insect;33
FW08UT041;2008;Usstreams;Insect;22
FW08UT051;2008;Usstreams;Insect;15
FW08UT053;2008;Usstreams;Insect;29
FW08UT054;2008;Usstreams;Insect;33
FW08UT059;2008;Usstreams;Insect;38
FW08UT067;2008;Usstreams;Insect;30
FW08UT080;2008;Usstreams;Insect;35
FW08UT099;2008;Usstreams;Insect;26
FW08VA001;2008;Usstreams;Insect;48
FW08VA005;2008;Usstreams;Insect;57
FW08VA006;2008;Usstreams;Insect;35
FW08VA007;2008;Usstreams;Insect;54
FW08VA008;2008;Usstreams;Insect;43
FW08VA010;2008;Usstreams;Insect;46
FW08VA014;2008;Usstreams;Insect;49
FW08VA018;2008;Usstreams;Insect;45
FW08VA022;2008;Usstreams;Insect;42
FW08VA026;2008;Usstreams;Insect;24
FW08VA030;2008;Usstreams;Insect;38
FW08VA034;2008;Usstreams;Insect;53
FW08VA037;2008;Usstreams;Insect;45
FW08VA042;2008;Usstreams;Insect;37
FW08VT001;2008;Usstreams;Insect;50
FW08VT002;2008;Usstreams;Insect;51
FW08VT003;2008;Usstreams;Insect;41
FW08VT004;2008;Usstreams;Insect;50
FW08VT005;2008;Usstreams;Insect;42
FW08VT006;2008;Usstreams;Insect;28
FW08VT007;2008;Usstreams;Insect;33
FW08VT008;2008;Usstreams;Insect;33
FW08VT009;2008;Usstreams;Insect;35
FW08VT010;2008;Usstreams;Insect;37
FW08VT011;2008;Usstreams;Insect;15
FW08VT013;2008;Usstreams;Insect;45
FW08VT014;2008;Usstreams;Insect;50
FW08VT016;2008;Usstreams;Insect;29
FW08VT018;2008;Usstreams;Insect;13
FW08VT022;2008;Usstreams;Insect;32
FW08WA001;2008;Usstreams;Insect;40
FW08WA005;2008;Usstreams;Insect;51
FW08WA006;2008;Usstreams;Insect;39
FW08WA007;2008;Usstreams;Insect;40
FW08WA009;2008;Usstreams;Insect;25
FW08WA015;2008;Usstreams;Insect;37
FW08WA020;2008;Usstreams;Insect;39
FW08WA028;2008;Usstreams;Insect;25
FW08WA029;2008;Usstreams;Insect;46
FW08WA032;2008;Usstreams;Insect;29
FW08WA033;2008;Usstreams;Insect;45
FW08WA035;2008;Usstreams;Insect;51
