Ecoregions;YEAR;HabitatComplexity;InsectDensity;LocalInsectTotalLCBD;LocalInsectReplLCBD;LocalInsectRichLCBD;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
SAP;2013;Good;380;0.012643324;0.015526369;0.007123671;0.000951835;0.000614981;0.001555022;56.00;49;0.108108149;6.96;3.16;1.11;170.78
CPL;2008;Good;110;0.009707076;0.013201117;0.006982388;0.001385624;0.001214161;0.001685106;21.00;15;29.26103214;1.52;1.45;0.26;29.12
TPL;2008;Good;103;0.004047788;0.005544342;0.002226189;0.00128291;0.001534243;0.000843924;58.00;22;21.83946488;1.7;2.89;0.07;5.64
TPL;2009;Good;738;0.010943791;0.005168342;0.024745229;0.000640182;0.000690048;0.000557805;78.00;36;93.44235;0.51;1.13;0.02;0.68
SPL;2008;Good;335;0.00896802;0.010387793;0.00623703;0.00119736;0.001421784;0.000805373;27.00;23;2.69689;36.36;7.26;14.58;746.68
SPL;2008;Good;491;0.009882444;0.012437796;0.004967121;0.001231022;0.001509752;0.000744182;49.00;37;1.47008;0.39;1.13;0.01;2.96
SAP;2009;Good;392;0.007020327;0.008324231;0.004696231;0.000694947;0.000399258;0.00118341;69.00;53;0.8526028;0.55;2.26;0.04;10.36
NAP;2009;Good;191;0.007593382;0.007549727;0.007671193;0.000818812;0.001000386;0.000518861;54.00;38;0;0.61;1;0;6.17
WMT;2014;Good;514;0.010464022;0.010962581;0.009017779;0.000820644;0.00077532;0.000895855;63.00;44;5.463865189;0.13;0.51;0.01;0.99
TPL;2014;Good;32;0.010109176;0.011649924;0.005639707;0.00083178;0.000856992;0.000789942;41.00;18;61.76781167;1.87;1.74;0.14;19.08
UMW;2014;Good;242;0.006957978;0.008707879;0.003548214;0.000771347;0.000887615;0.000578408;41.00;35;3.168379821;12.96;4.12;2.46;285.97
TPL;2014;Good;98;0.007336998;0.008928703;0.003605055;0.000819104;0.000998186;0.000521929;36.00;23;51.0163634;2.63;1.72;0.5;48.47
SPL;2014;Good;66;0.0056185;0.006919837;0.002231573;0.000939494;0.001068345;0.000725675;34.00;18;0.129606722;0.09;0.64;0;0.16
SAP;2013;Good;199;0.006979566;0.006578706;0.007691553;0.001059238;0.001255533;0.000707741;64.00;36;0.196317867;1.03;1.71;0.12;23.48
XER;2013;Good;386;0.00860274;0.010513465;0.005209003;0.001055912;0.001327229;0.000570078;39.00;33;0.056673679;0.15;0.47;0;0.38
SAP;2013;Good;110;0.016413974;0.013381171;0.022437137;0.0011134;0.001470629;0.000473727;43.00;29;1.982257078;1.12;2.64;0.12;18.11
NAP;2013;Good;500;0.007777477;0.009661749;0.003846461;0.001155952;0.001043082;0.001358064;63.00;49;0;0.12;0.92;0;10.25
NPL;2014;Good;361;0.005669592;0.00664462;0.003131934;0.000763739;0.000679564;0.000903422;53.00;43;5.684926072;0.07;0.42;0;0.28
SAP;2013;Good;170;0.013040206;0.016157646;0.007071798;0.001115187;0.001416369;0.000575877;35.00;23;0.826519089;4.94;2.85;1.04;105.24
XER;2013;Good;13;0.009069029;0.012173785;0.004235863;0.001302692;0.000357991;0.002994323;7.00;7;0.006457028;10.91;4.04;0.92;441.81
CPL;2008;Good;202;0.009033575;0.004446884;0.012610323;0.001395172;0.000625106;0.002740194;12.00;10;28.97048021;1.5;1.45;0.26;28.84
XER;2009;Good;237;0.006741528;0.005856415;0.008229227;0.000746992;0.000923677;0.000455119;98.00;34;0.904797375;0.2;0.52;0.01;1.59
CPL;2009;Good;240;0.008411498;0.005784743;0.012826546;0.000733197;0.000934391;0.000400833;37.00;31;41.17382842;1.57;2.19;0.06;33.54
NPL;2009;Good;585;0.00767317;0.0094987;0.004996832;0.000717523;0.000759145;0.000648766;50.00;40;35.25489;0.46;0.82;0;0.99
SAP;2008;Good;326;0.009393232;0.010661878;0.00695294;0.001216097;0.001559226;0.000616777;34.00;26;0.2335605;1.13;2.09;0.01;16.97
SAP;2009;Good;318;0.008833718;0.006170155;0.013581291;0.000713821;0.000582643;0.00093052;67.00;47;0.1702089;2.57;3.27;0.45;94.19
UMW;2009;Good;388;0.013783926;0.015263622;0.010951016;0.000853734;0.001133203;0.000392066;50.00;34;0;0.57;1.36;0.06;2.34
TPL;2014;Good;152;0.010590821;0.011900483;0.006791698;0.000790233;0.00098428;0.000468225;34.00;26;89.68366383;2.09;1.96;0.05;10.4
TPL;2013;Good;420;0.007897418;0.010841806;0.003570593;0.001037091;0.001328053;0.000516079;89.00;29;12.53945902;0.61;1.7;0.01;6.91
WMT;2014;Good;479;0.01499963;0.017291644;0.011287964;0.000939529;0.000773209;0.001215528;76.00;53;0;0.03;0.1;0;0.29
SAP;2014;Good;450;0.008126571;0.010073756;0.004963151;0.000897104;0.000631359;0.00133809;71.00;55;0.061116806;0.36;1.35;0.03;5.11
CPL;2014;Good;120;0.010072232;0.010949381;0.008506863;0.000858116;0.000797627;0.000958494;25.00;16;0;0.44;1.61;0;1.66
WMT;2013;Good;172;0.008140705;0.010255666;0.00484835;0.001127833;0.001473394;0.000509054;50.00;25;0;0.27;0.56;0.03;1.7
SAP;2009;Good;301;0.007599144;0.009254116;0.004473176;0.000810278;0.001099235;0.000332935;39.00;29;0;0.14;1.31;0;8.35
CPL;2009;Good;29;0.008320946;0.008159151;0.008641142;0.000798298;0.000640745;0.001058567;19.00;13;0.248159801;1.39;1.64;0.2;21.6
NPL;2009;Good;409;0.00765955;0.004017997;0.014866239;0.000700492;0.000826744;0.000491931;39.00;35;1.135479;0.08;0.35;0;0.38
SAP;2009;Good;154;0.007572861;0.001371;0.019846437;0.000730303;0.000910159;0.000433189;37.00;33;19.17933;1.59;1.87;0;39.92
NPL;2009;Good;435;0.010570367;0.012388382;0.006225903;0.000695138;0.00075288;0.00059975;46.00;38;3.631896;0.15;0.78;0;0.2
NAP;2009;Good;440;0.003749093;0.004538561;0.002384815;0.000720009;0.000904312;0.000415551;44.00;32;59.99193;1.79;1.84;0.07;79.38
XER;2009;Good;475;0.007628808;0.009868346;0.003637024;0.000836326;0.000993655;0.000576426;52.00;40;0.4632063;0.92;1.48;0.11;1.23
WMT;2009;Good;452;0.009552696;0.004210443;0.019074802;0.000791207;0.000885653;0.000635188;57.00;41;0;0.43;0.77;0;3.18
TPL;2009;Good;129;0.007557792;0.008851113;0.00525256;0.000755652;0.000995475;0.000359478;54.00;26;21.81195;11.33;4.31;0.91;383.04
WMT;2013;Good;458;0.012156924;0.013073719;0.01072003;0.001087089;0.001245372;0.000803661;47.00;39;0.028340712;0.13;0.33;0;0.29
XER;2014;Good;410;0.01154195;0.013966128;0.004509787;0.000954124;0.001207759;0.000533231;51.00;37;0.55376096;0.03;0.49;0;2.78
SAP;2014;Good;475;0.009285874;0.01049722;0.005771948;0.000804287;0.001015784;0.000453321;43.00;29;7.89562548;1.42;1.44;0.05;8.82
UMW;2014;Good;448;0.008520084;0.007858069;0.010072256;0.000814605;0.000869142;0.000724104;54.00;40;0;0.1;0.34;0;0.44
WMT;2013;Good;376;0.007353234;0.009347707;0.004422324;0.001132663;0.001450661;0.000563238;49.00;34;0.740723777;0.5;1.1;0.05;7.75
SAP;2013;Good;329;0.007626603;0.007829123;0.007328997;0.000981057;0.001230665;0.000534098;32.00;28;0.309789343;10.65;2.09;3.59;16.8
TPL;2013;Good;3;0.007809447;0.005201495;0.012441563;0.001288936;-0.000544711;0.00457236;5.00;3;63.82441383;4.6;2.31;1.06;81.51
NAP;2014;Good;385;0.014302544;0.013227616;0.017010795;0.000799374;0.000561966;0.001193339;60.00;50;0.509259382;0.33;1.39;0.04;6.14
CPL;2014;Good;187;0.014394886;0.009612327;0.022139717;0.00097442;0.001222047;0.000563499;26.00;20;0;0.71;0.92;0.07;3.31
SAP;2014;Good;473;0.01339031;0.018163123;0.005661262;0.00082224;0.000583335;0.001218688;69.00;51;0.288121947;0.73;1.76;0.08;9.19
CPL;2008;Good;240;0.004360639;0.005415263;0.003076955;0.001213975;0.00114104;0.001341366;30.00;18;0.359837126;1.37;1.52;0.15;14.32
NAP;2014;Good;220;0.006241678;0.004020178;0.010570373;0.000848272;0.000825718;0.000885698;54.00;44;0.388850521;0.95;0.99;0.12;10.61
TPL;2013;Good;273;0.007757849;0.010580378;0.004338773;0.001151321;0.000758238;0.001855197;18.00;12;80.56317956;1.86;1.82;0.25;13.89
WMT;2014;Good;359;0.010117373;0.009448751;0.011801948;0.000899523;0.001198134;0.000403998;33.00;28;0.029189451;1.08;1.38;0.22;21.57
CPL;2014;Good;417;0.007700332;0.008415353;0.006555857;0.000834793;0.000421847;0.001520053;88.00;58;0;0.34;0.72;0;10.38
NAP;2008;Good;21;0.004756953;0.005584427;0.003749756;0.001413955;0.000501905;0.003006971;12.00;9;0.376023226;0.88;0.98;0.11;10.49
SAP;2014;Good;73;0.008472659;0.010836825;0.004688532;0.000894989;0.001093331;0.000565853;28.00;21;0;4.2;3;0.34;137.59
XER;2013;Good;126;0.009147739;0.011616354;0.005304852;0.001110847;0.000980545;0.001344174;33.00;15;0;0.18;1.11;0;1.25
WMT;2009;Good;990;0.01129279;-0.006093776;0.040516121;0.000847074;0.000905856;0.000749969;45.00;45;0;0.25;2.12;0;3.4
SAP;2009;Good;175;0.009732162;0.011772721;0.005087474;0.000790861;0.001063132;0.000341083;60.00;28;0;1.57;1.54;0.25;22.69
SAP;2009;Good;127;0.011221826;0.013192374;0.006736493;0.000731142;0.000940861;0.000384698;30.00;25;7.018812079;0.91;1.29;0.16;22.31
CPL;2008;Good;11;0.004761324;0.001640993;0.008559378;0.001506185;-0.000302205;0.004664777;6.00;4;14.75794312;1.03;1.44;0.16;12.72
TPL;2009;Good;390;0.017220042;0.018331606;0.015010379;0.000755593;0.000943468;0.000445234;28.00;22;68.73885491;0.65;1.32;0.03;3.44
UMW;2009;Good;207;0.014351285;0.013493188;0.016057083;0.000793099;0.000895212;0.000624414;18.00;18;2.696977997;1.03;0.95;0.11;0.29
XER;2008;Good;514;0.006056817;0.007916575;0.003535045;0.001222372;0.001419547;0.00087798;40.00;40;0.01004206;0.11;0.66;0;0.11
XER;2009;Good;324;0.004476167;0.006056993;0.001744347;0.000819541;0.001084016;0.000382641;29.00;23;0.01127053;0.06;0.99;0;2.58
WMT;2009;Good;377;0.004097166;0.002710713;0.006493092;0.000755735;0.000857484;0.000587652;47.00;39;0;0.25;0.83;0;1.12
SAP;2009;Good;204;0.009059415;0.004981641;0.015037679;0.000743061;0.000792789;0.000660914;62.00;41;0;26.9;7.7;0;223.92
SAP;2008;Good;273;0.009214634;0.010622987;0.006438807;0.001121219;0.001291633;0.000823567;102.00;38;0.4615732;1.04;2.37;0.08;7.36
NAP;2008;Good;373;0.009235587;0.011805532;0.004170296;0.00125572;0.001299709;0.001178887;50.00;45;0.2674941;0.98;1.34;0.08;12.64
SAP;2009;Good;383;0.013006382;0.01505727;0.009079911;0.000652641;0.000590377;0.000755498;47.00;42;0;0.18;1.96;0;4.38
CPL;2014;Good;168;0.009792431;0.004999971;0.01834511;0.000892511;0.001115821;0.000521942;30.00;22;32.52785109;1.15;1.63;0.12;14.01
XER;2013;Good;270;0.01368938;0.015237277;0.011263357;0.001075273;0.0013807;0.000528359;33.00;25;9.670680566;0.23;0.71;0.01;2.55
WMT;2014;Good;280;0.009719864;0.011041456;0.005886133;0.001003317;0.001398041;0.000348297;30.00;28;0;0;1.57;0;0.36
WMT;2014;Good;406;0.007160544;0.007038032;0.007479399;0.000816475;0.000977636;0.000549039;41.00;35;12.30444118;2.15;1.89;0.24;48.71
WMT;2014;Good;502;0.005117309;0.0061639;0.002393396;0.001007307;0.001405712;0.000346179;37.00;29;0;0;0.13;0;0.52
NPL;2013;Good;390;0.007683486;0.010424729;0.003655187;0.001041795;0.001095305;0.000945978;42.00;41;0;0.05;0.59;0;0.29
NPL;2014;Good;504;0.008689063;0.009890433;0.006766131;0.000846506;0.000934723;0.000700114;28.00;19;1.434431017;0.16;0.46;0.01;0.18
SPL;2014;Good;242;0.012716698;0.015339578;0.00846923;0.000902397;0.001140225;0.000507735;35.00;22;52.06906186;0.58;1.56;0.04;4.21
CPL;2014;Good;347;0.012598934;0.017120287;0.005277097;0.000819505;0.0003544;0.001591316;103.00;59;8.366851487;1.01;2.93;0.11;14.3
UMW;2013;Good;350;0.009551294;0.012008579;0.00442484;0.000943727;0.000986969;0.000866294;66.00;38;66.72320907;0.82;1.47;0.05;13.51
SAP;2014;Good;111;0.008713579;0.009358785;0.00766537;0.000874556;0.001149;0.000419134;37.00;27;0.000986665;1.33;1.72;0.18;23.76
NPL;2014;Good;247;0.007880497;0.008902658;0.006219881;0.000766226;0.000939111;0.000479334;28.00;26;0.502273531;0.14;0.93;0;0.23
WMT;2008;Good;461;0.006860599;0.006928683;0.00676828;0.001364396;0.001745319;0.000699065;43.00;38;0;0.2;1.21;0;0.2
NAP;2009;Good;378;0.007977258;0.010053002;0.004277422;0.000834261;0.00110849;0.000381249;34.00;33;0;0.24;0.74;0.01;8.51
SAP;2013;Good;329;0.008085984;0.009966455;0.005158659;0.00089913;0.001081949;0.000571766;50.00;30;0;20.32;9.61;1.7;1191.21
SPL;2008;Good;204;0.009850913;0.006898864;0.012152951;0.001215076;0.001532443;0.000660753;33.00;25;0.908241944;17.18;4.52;3.82;621.1
UMW;2009;Good;174;0.017184252;0.018578475;0.014412694;0.000733962;0.00073639;0.000729952;21.00;17;38.22124538;1.81;1.57;0.34;33.18
UMW;2009;Good;301;0.006833102;0.006428489;0.007554288;0.000837737;0.000861942;0.000797752;65.00;46;2.885115;0.87;1.54;0.05;4.67
UMW;2008;Good;14;0.009998877;0.01238354;0.005298771;0.001314156;0.000582398;0.002592268;21.00;11;24.21881;1.37;1.51;0.2;21.6
CPL;2014;Good;3;0.008644217;0.004052623;0.017591152;0.001167424;-0.000311104;0.003620949;2.00;2;0;1.63;1.79;0.26;4.15
UMW;2014;Good;178;0.007122989;0.00905394;0.00336044;0.000773624;0.000959286;0.000465529;52.00;27;37.02276669;5.92;2.47;1.43;134.75
NAP;2013;Good;475;0.00798145;0.009413825;0.006246339;0.001142556;0.000692461;0.001948518;82.00;59;0;0.01;0.35;0;1.25
CPL;2014;Good;24;0.013889392;0.013913863;0.013849765;0.000954784;0.000599705;0.001544015;17.00;11;0;1.75;0.78;0;11.72
TPL;2009;Good;50;0.007377307;0.007307634;0.007515191;0.000845272;0.000496753;0.001421009;14.00;10;0.972671254;0.49;1.12;0;3.38
XER;2014;Good;508;0.011240205;0.014017827;0.006000568;0.00089148;0.001059242;0.00061309;54.00;38;0;0.1;0.31;0;0.42
SAP;2009;Good;457;0.007068596;0.009123379;0.003187453;0.000752065;0.000939254;0.000442837;58.00;34;0;0.71;2.25;0;5.45
NAP;2009;Good;412;0.008092147;0.009996638;0.00489108;0.000767328;0.000920987;0.000513492;43.00;37;9.303882875;2.29;1.97;0.22;29.24
SAP;2008;Good;152;0.009958992;0.007203652;0.012107634;0.001246838;0.001650481;0.000541823;68.00;31;0;0.09;1.26;0;36.06
TPL;2009;Good;44;0.01453886;0.008073572;0.026711456;0.000889718;0.000160821;0.002093817;7.00;6;65.59508979;5.71;2.4;1.32;141.97
TPL;2009;Good;243;0.010762421;0.012826389;0.006876462;0.000715985;0.00091949;0.000379803;47.00;26;96.47424819;0.52;1.27;0;4.31
NPL;2009;Good;1051;0.011487044;-0.003526346;0.041198771;0.000854713;0.001119219;0.000417764;77.00;35;0.03470365;0.26;0.62;0.03;3.1
CPL;2009;Good;134;0.011416657;0.008714885;0.017873011;0.000733989;0.000850526;0.000541476;36.00;20;32.25881;2.77;2.44;0.3;58
SPL;2009;Good;536;0.003759119;0.004568378;0.002360639;0.00073327;0.000953087;0.000370145;30.00;28;4.496378;0.28;1.06;0.04;2.79
NAP;2009;Good;213;0.005009285;0.006948286;0.001658503;0.000716722;0.000913596;0.000391497;34.00;25;0.1017839;13.34;4.28;3.98;388.04
WMT;2009;Good;30;0.006723247;0.007205539;0.006016177;0.000937181;0.000400202;0.001824244;11.00;7;0.000180065;0.36;0.94;0.02;0.7
CPL;2009;Good;265;0.006294404;0.005942264;0.006810662;0.000705452;0.000794634;0.000558127;45.00;37;5.046447;0.7;1.34;0.01;19.81
SPL;2008;Good;514;0.008883269;0.010460053;0.00585026;0.001205746;0.001265694;0.001101039;46.00;43;9.905616;0.32;0.86;0.01;1.53
SPL;2009;Good;314;0.00878816;0.006794107;0.012342388;0.000823129;0.000994037;0.000540797;28.00;19;0;0.88;1.91;0.07;21.21
WMT;2009;Good;212;0.018386454;0.006000772;0.042099113;0.000868778;0.001135134;0.000428772;33.00;21;0;0;0;0;1.06
WMT;2014;Good;42;0.010069456;0.011376299;0.006278509;0.000974526;0.001034339;0.000875271;29.00;16;0.536964278;0.14;0.61;0.01;0.51
NAP;2014;Good;379;0.007883618;0.010397776;0.002984664;0.000855057;0.000707991;0.001099103;67.00;49;0.004165799;3.27;2.41;0.42;97.67
TPL;2013;Good;373;0.011481691;0.015336193;0.004892856;0.001030607;0.00126807;0.000605394;44.00;33;81.65396241;0.97;1.42;0.11;8.33
TPL;2014;Good;90;0.006790615;0.004321184;0.013217684;0.000866343;0.001070274;0.000527933;47.00;22;82.81700217;0.48;1.29;0.02;1.5
SPL;2014;Good;192;0.005023344;0.00593871;0.002640965;0.001106926;0.000147768;0.00269859;5.00;5;36.95989772;1.12;1.29;0.14;10.23
CPL;2014;Good;125;0.013863141;0.018977901;0.005580345;0.000856266;0.001053276;0.000529341;35.00;22;0;1.15;1.64;0.19;7.87
WMT;2013;Good;192;0.008025247;0.009691446;0.004549178;0.001237092;0.001683393;0.000437923;48.00;31;0;0.54;1.41;0.05;3.18
WMT;2009;Good;214;0.008194962;0.009883872;0.005184624;0.000852463;0.001116722;0.00041592;83.00;35;0;0.21;0.5;0.01;1.15
UMW;2009;Good;336;0.012653995;0.015432446;0.007422835;0.000678891;0.000748643;0.000563665;40.00;37;70.39061405;2.46;1.82;0.44;45.35
XER;2008;Good;757;0.007592269;0.010757784;0.003299934;0.001156403;0.001406552;0.000719486;51.00;36;0.2813728;2.21;1.23;0.51;40.05
WMT;2013;Good;157;0.008247557;0.010470391;0.003610223;0.001354949;0.001601838;0.000912856;19.00;17;0;0;0.02;0;0.07
NAP;2009;Good;281;0.003747498;0.002816296;0.005356706;0.000747685;0.000914603;0.000471944;63.00;35;0;0.21;0.38;0.01;0.09
SAP;2009;Good;471;0.008457071;0.004571524;0.017301292;0.000729856;0.000721514;0.000743637;55.00;43;0;1.23;1.42;0.01;16.68
CPL;2009;Good;383;0.010347483;0.009062804;0.01327165;0.000877324;0.000980167;0.000707432;52.00;16;48.64170338;0.86;2.43;0.04;11.86
UMW;2009;Good;60;0.008995393;0.008552237;0.009872405;0.000910067;0.000650546;0.001338783;20.00;10;53.83877159;0.66;1.91;0.02;6.36
WMT;2009;Good;405;0.007251106;0.006214078;0.009099521;0.000835627;0.00109802;0.000402168;42.00;34;0;0.29;0.73;0;3.18
NAP;2014;Good;271;0.00556148;0.006794278;0.002352935;0.000904209;0.001130762;0.000528259;50.00;36;0;0.26;0.64;0;5.99
NPL;2014;Good;195;0.008816253;0.011723113;0.004163482;0.000961584;0.000520018;0.001694335;14.00;10;21.22308546;0.24;0.51;0;1.6
TPL;2013;Good;222;0.010578034;0.009817064;0.011929633;0.000912715;0.0010773;0.000618002;68.00;32;44.25895264;5.39;2.44;0.91;146.89
NAP;2009;Good;347;0.007300533;0.009340512;0.003664445;0.000847017;0.001131658;0.000376805;41.00;33;0.7439121;0.51;1.35;0.01;8.05
TPL;2014;Good;312;0.012539133;0.012359049;0.013061526;0.000919745;0.000862089;0.001015423;21.00;15;96.38297872;0.2;1.86;0.04;24.36
XER;2013;Good;287;0.00828723;0.009529728;0.006353036;0.001081621;0.001196007;0.000876794;21.00;19;1.110484987;0.47;1.25;0.05;5.28
WMT;2013;Good;465;0.009517782;0.011434167;0.00653455;0.001129735;0.001259005;0.000898257;55.00;41;0;0.32;2.39;0;0.97
XER;2013;Good;400;0.009049044;0.012081388;0.004328601;0.001057804;0.001149423;0.000893748;48.00;40;0;0.32;1.79;0.1;3.26
XER;2009;Good;169;0.006793628;0.008742733;0.003112091;0.00080247;0.001075368;0.000351658;57.00;25;0.821833776;0.45;0.9;0.07;7.46
SPL;2009;Good;16;0.007059133;0.006250538;0.00841822;0.00083888;0.000651785;0.001147951;20.00;12;0.737098939;0.14;0.63;0.01;1.95
SAP;2009;Good;349;0.008455718;0.010287902;0.005376184;0.000697594;0.000889104;0.000381228;32.00;28;0;20.22;9.61;1.69;1191.21
WMT;2008;Good;505;0.003785908;0.004735027;0.002630645;0.001450805;0.001816294;0.000812432;77.00;41;0;0.13;2.18;0;0.3
CPL;2009;Good;154;0.008632512;0.00959947;0.006431538;0.000778679;0.000871465;0.000625402;46.00;18;0.516113435;4.88;1.94;0.97;124.55
UMW;2009;Good;331;0.015933932;0.015104788;0.017582174;0.000711387;0.000904885;0.000391738;36.00;25;0.704459361;0.72;0.69;0.01;0.86
SAP;2009;Good;65;0.007311985;0.007299823;0.007336052;0.000724653;0.000927795;0.000389073;42.00;25;1.856357;7.37;3.47;0.68;270.81
CPL;2009;Good;26;0.008125838;0.009026963;0.006342497;0.000777736;0.000661608;0.000969572;38.00;14;4.868449;4.43;2.42;0.81;121.15
WMT;2008;Good;449;0.0089073;0.011222076;0.004344939;0.001322756;0.001771087;0.000539685;32.00;27;0;0.1;0.48;0;0.6
SPL;2014;Good;7;0.00520932;0.006289701;0.002397464;0.001051015;3.83E-06;0.002788751;10.00;5;74.84125741;0.98;1.82;0.11;3.21
SAP;2014;Good;152;0.008377982;0.005854255;0.012417503;0.000841618;0.000984434;0.000604623;51.00;37;0.751432531;0.42;1.22;0.06;7.61
SAP;2014;Good;152;0.009250409;0.007204855;0.012524558;0.000905221;0.000995481;0.000755441;24.00;18;0;7.42;3.61;0.1;64.18
XER;2013;Good;339;0.009369425;0.009920704;0.008219331;0.001062275;0.001191704;0.000830514;82.00;39;0;0;0.35;0;1.09
TPL;2014;Good;28;0.007040394;0.004528203;0.011935513;0.000925694;0.000548015;0.001552428;17.00;11;10.28258047;1.32;1.61;0.23;29.24
NPL;2014;Good;497;0.005956277;0.005363157;0.007499961;0.001009522;0.001390828;0.000376769;28.00;25;0;0.08;0.38;0;0.73
SAP;2014;Good;96;0.008572856;0.009630925;0.006879292;0.000876926;0.001059149;0.000574537;27.00;21;0.793838343;1.56;2.06;0.21;38.41
SAP;2009;Good;12;0.007414806;0.009710509;0.003078604;0.000854014;0.00042914;0.001555884;15.00;9;0.039384637;1.43;1.74;0.21;26.33
SAP;2008;Good;551;0.003906571;0.004997771;0.002578367;0.001152332;0.000483248;0.002320976;76.00;60;0.496502584;1.32;1.59;0.06;12.17
TPL;2008;Good;447;0.008869366;0.010587774;0.005563938;0.001260281;0.001643211;0.000591443;71.00;26;49.80276;0.31;0.93;0.02;1.22
WMT;2009;Good;481;0.00667124;0.00701618;0.006056414;0.000764514;0.00095515;0.000449593;26.00;22;0.8690428;0.52;1.42;0.07;10.69
TPL;2014;Good;172;0.010142478;0.010338405;0.009574125;0.000905725;0.000961138;0.00081377;23.00;17;57.76936968;22.16;5.75;6.86;372.88
UMW;2014;Good;235;0.006781324;0.008454352;0.003521352;0.000817756;0.001021373;0.000479867;69.00;32;0.079970346;0.35;0.52;0.02;1.66
SAP;2013;Good;295;0.018553238;0.008106072;0.039301366;0.000990858;0.000874073;0.00119998;62.00;44;0.379311255;0.86;1.88;0.09;11.73
SAP;2013;Good;414;0.00918384;0.011950104;0.003412788;0.000965087;0.000683594;0.001469143;84.00;48;6.178658839;2.96;2.93;0.54;59.25
XER;2008;Good;1122;0.010111783;0.009431965;0.010641912;0.001235787;0.001220955;0.001261693;46.00;46;0;0.09;0.7;0.02;0.74
TPL;2009;Good;329;0.007970461;0.009412037;0.005117562;0.000684029;0.000822281;0.000455645;29.00;23;72.96944898;1.79;1.69;0.29;23.18
CPL;2008;Good;64;0.003784952;0.003729423;0.003852541;0.001364313;2.12E-05;0.003710203;15.00;7;28.9307104;1.52;1.45;0.26;29.22
WMT;2008;Good;48;0.004090955;0.005628549;0.002219401;0.001489764;0.000662765;0.002934227;13.00;9;0.08305359;0.05;0.86;0;0.11
NPL;2009;Good;541;0.009548911;0.005713128;0.017139984;0.000781727;0.000824933;0.000710353;59.00;43;0.5391945;0.12;0.6;0;0.78
TPL;2008;Good;377;0.009632237;0.00702732;0.014642901;0.001149915;0.001372737;0.000760727;32.00;24;82.61324;0.49;1.17;0.02;0.63
XER;2009;Good;221;0.007548555;0.010545492;0.003154863;0.000839141;0.001018096;0.000543517;19.00;19;2.070626;0.6;1.4;0.03;8.21
CPL;2009;Good;385;0.007526595;0.008016119;0.006808923;0.000790031;0.001058932;0.000345819;58.00;26;61.63655;0.21;0.69;0;4.61
CPL;2014;Good;3;0.011020641;0.012805055;0.005844332;0.001049466;-0.000400219;0.003455128;5.00;3;32.48158754;1.27;1.25;0.21;20.85
UMW;2014;Good;348;0.011530894;0.012633888;0.00833128;0.000797679;0.001004677;0.000454178;49.00;29;64.37049597;0.79;1.02;0;7.29
NAP;2014;Good;334;0.006674416;0.008079613;0.003936322;0.000873241;0.000919388;0.000796662;70.00;42;0.143128226;0.39;0.7;0.04;2.26
NPL;2014;Good;352;0.008818497;0.008395052;0.009811316;0.0010057;0.001355956;0.000424471;54.00;34;1.23900745;0.04;0.7;0;0.92
SPL;2014;Good;252;0.00870937;0.007176501;0.011162906;0.000900312;0.001001168;0.000732948;24.00;18;3.765933188;0.77;1.57;0.07;4.02
XER;2014;Good;393;0.013486816;0.018171289;0.005900824;0.000880228;0.00109343;0.000526434;46.00;22;0.280056921;0.3;0.9;0.02;5.36
UMW;2013;Good;366;0.008307525;0.010418247;0.00390408;0.000953214;0.001134166;0.000629191;47.00;33;54.07630918;1.31;1.67;0.11;16.11
SAP;2014;Good;203;0.009798932;0.006297674;0.01548712;0.000806159;0.000818016;0.000786484;77.00;41;5.355560134;2.25;2.78;0.37;48.28
WMT;2009;Good;414;0.008603288;0.006365187;0.012592512;0.000806827;0.000936315;0.000592921;52.00;40;0;0.53;1.41;0.05;3.18
NAP;2013;Good;303;0.006300761;0.005287077;0.008101217;0.001234523;0.001666936;0.000460221;31.00;25;0;0.3;0.17;0;15.08
WMT;2013;Good;443;0.008147564;0.010446076;0.004569475;0.001195627;0.001627326;0.000422606;35.00;29;0;0.34;0.44;0;1.1
WMT;2013;Good;451;0.01030607;0.003560254;0.018477627;0.001118117;0.000893615;0.001520121;69.00;51;0;0.26;1.3;0.01;1.34
CPL;2013;Good;356;0.009910034;0.009869414;0.009973265;0.001003742;0.001271613;0.000524079;34.00;28;11.05188199;6.12;2.75;1.34;137.02
SAP;2013;Good;106;0.013061394;0.013905982;0.011444411;0.001020585;0.001307727;0.000506415;40.00;28;0.006829027;8.77;3.78;1.25;198.02
SAP;2009;Good;3;0.007574688;0.009389123;0.00414752;0.000962356;-0.000141628;0.002786081;5.00;3;0;0.29;0.91;0.01;1.95
NPL;2008;Good;186;0.010588866;0.01406229;0.005504942;0.00149184;0.000827597;0.00265203;11.00;10;11.51579;0.25;1.16;0;0.41
XER;2013;Good;451;0.006081935;0.006863745;0.004693322;0.001040658;0.001336974;0.00051006;51.00;30;0;0.06;0.26;0;0.03
SAP;2013;Good;241;0.009556468;0.010291331;0.00825124;0.000924991;0.001126264;0.000564582;31.00;27;17.11525795;9.78;3.59;2.2;221
